Nickname,Name,Strain,Treatment,Condition,Well2,Well3,Well4,Well5,Well6,Well7,Well8,Well9,Well10,Well11,Well12,Well13,Well14,Well15,Well16,Well17,Well18,Well19,Well20,Well21,Well22,Well23,Well24,Well25,Well26,Well27,Well28,Well29,Well30,Well31,Well32,Well33,Well34,Well35,Well36,Well37,Well38,Well39,Well40,Well41,Well42,Well43,Well44,Well45,Well46,Well47,Well48,Well49,Well50,Well51,Well52,Well53,Well54,Well55,Well56,Well57,Well58,Well59,Well60,Well61,Well62,Well63,Well64,Well65,Well66,Well67,Well68,Well69,Well70,Well71,Well72,Well74,Well75,Well76,Well77,Well78,Well79,Well80,Well81,Well82,Well83,Well84,Well85,Well87,Well88,Well89,Well90,Well91,Well92,Well93,Well95,Well96
X606P3.37.2,606P,606,Ancestor,37,0.004309524,0.096384921,-0.103166667,-0.01177381,-0.060376984,0.216186508,-0.049003968,-0.06615873,-0.080321429,-0.125035714,-0.101924603,0.030099206,0.06609127,0.053456349,-0.027734127,-0.059924603,-0.096984127,-0.097547619,-0.022825397,0.075361111,0.059972222,-0.062174603,0.001503968,-0.079063492,-0.162702381,-0.072686508,-0.031325397,-0.061440476,-0.0075,0.059876984,-0.083654762,-0.026797619,-0.025789683,-0.029337302,0.084246032,-0.040916667,0.049138889,-0.04147619,0.065837302,-0.005055556,-0.044845238,0.036626984,0.121761905,-0.022984127,-0.144380952,-0.218269841,0.051007937,-0.024730159,-0.148003968,-0.02097619,0.177555556,-0.03602381,-0.002444444,-0.061797619,0.070210317,-0.029190476,0.001662698,-0.180178571,-0.008055556,-0.035984127,-0.013396825,0.100579365,0.060460317,-0.015107143,-0.049269841,-0.051746032,0.063059524,0.105916667,-0.417436508,-0.090555556,-0.000670635,0.197884921,-0.224365079,-0.26377381,0.105134921,-0.04481746,0.161674603,0.002793651,0.050210317,-0.146587302,0.148186508,-0.14677381,-0.09415873,-0.04731746,0.015388889,-0.212079365,-0.075702381,-0.246313492,0.093420635,-0.041392857,0.141698413,0.098345238
X606P3.37.3,606P,606,Ancestor,37,0.125309524,-0.009615079,-0.092166667,-0.01577381,-0.052376984,0.271186508,-0.038003968,-0.06515873,-0.029321429,-0.084035714,-0.081924603,0.058099206,0.05809127,0.106456349,-0.023734127,0.007075397,-0.065984127,-0.062547619,-0.009825397,0.120361111,0.111972222,0.056825397,0.050503968,-0.051063492,-0.158702381,-0.032686508,-0.024325397,-0.060440476,0.0405,0.112876984,-0.062654762,0.043202381,-0.014789683,-0.000337302,0.152246032,-0.020916667,0.091138889,-0.03747619,0.173837302,-0.008055556,-0.021845238,0.031626984,0.134761905,-0.015984127,-0.085380952,-0.197269841,0.047007937,-0.021730159,-0.142003968,-0.01597619,0.170555556,-0.03102381,0.048555556,-0.071797619,0.054210317,-0.030190476,0.019662698,-0.168178571,-0.006055556,-0.024984127,-0.020396825,0.162579365,0.115460317,-0.014107143,0.006730159,0.183253968,0.097059524,0.128916667,-0.395436508,-0.076555556,0.013329365,0.029884921,-0.191365079,-0.03477381,0.145134921,-0.02781746,0.225674603,0.053793651,0.016210317,-0.275587302,0.142186508,-0.12977381,0.00684127,-0.02631746,0.070388889,-0.113079365,-0.084702381,-0.170313492,0.132420635,-0.048392857,0.177698413,0.147345238
X606P3.43.1,606P,606,Ancestor,43,0.152309524,-0.011615079,0.113833333,-0.03377381,-0.105376984,-0.026813492,-0.034003968,0.28484127,-0.050321429,0.010964286,-0.000924603,0.207099206,-0.01290873,0.120456349,-0.040734127,-0.096924603,0.051015873,-0.011547619,0.032174603,0.125361111,0.071972222,-0.138174603,-0.104496032,-0.056063492,0.254297619,-0.013686508,0.017674603,-0.034440476,-0.0015,0.380876984,-0.082654762,0.052202381,-0.017789683,0.038662698,0.097246032,0.354083333,0.007138889,-0.01247619,-0.214162698,-0.032055556,0.097154762,-0.039373016,0.087761905,0.313015873,0.345619048,0.595730159,0.030007937,0.018269841,0.336996032,0.02002381,0.114555556,0.00497619,0.034555556,0.170202381,-0.361789683,0.073809524,0.064662698,0.156821429,0.027944444,0.023015873,-0.003396825,0.282579365,0.054460317,0.028892857,0.110730159,0.079253968,0.047059524,0.096916667,0.410563492,0.435444444,-0.019670635,-0.379115079,0.134634921,0.13222619,0.351134921,-0.14381746,-0.088325397,0.647793651,0.037210317,0.239412698,-0.155813492,0.12022619,0.10184127,0.12268254,-0.164611111,0.513920635,0.366297619,0.310686508,0.086420635,0.524607143,-0.025301587,0.391345238
X606P3.43.2,606P,606,Ancestor,43,0.062309524,0.018384921,0.122833333,-0.00877381,-0.074376984,-0.005813492,-0.019003968,0.30684127,-0.036321429,0.002964286,-0.000924603,0.236099206,-0.00690873,0.115456349,-0.030734127,-0.055924603,0.081015873,-0.091547619,0.021174603,0.160361111,0.018972222,-0.103174603,0.003503968,0.045936508,0.252297619,-0.010686508,0.028674603,-0.008440476,0.0085,0.329876984,-0.054654762,0.077202381,0.008210317,0.052662698,0.044246032,0.376083333,0.006138889,-0.00747619,-0.162162698,-0.013055556,0.080154762,-0.026373016,0.091761905,0.290015873,0.265619048,0.651730159,0.074007937,0.044269841,0.346996032,0.04302381,0.132555556,0.06197619,0.133555556,0.196202381,-0.316789683,0.130809524,0.092662698,0.173821429,0.082944444,0.036015873,0.038603175,0.264579365,0.141460317,0.076892857,0.116730159,0.124253968,0.046059524,0.086916667,0.481563492,0.410444444,0.008329365,0.106884921,0.260634921,-0.13777381,0.192134921,-0.35181746,-0.313325397,0.340793651,0.058210317,-0.009587302,-0.529813492,0.03622619,-0.10415873,0.00168254,-0.106611111,0.277920635,0.148297619,0.117686508,-0.093579365,0.636607143,-0.150301587,0.205345238
X606P3.43.3,606P,606,Ancestor,43,0.210309524,0.107384921,0.216833333,-0.01477381,-0.092376984,0.045186508,-0.030003968,0.25284127,0.085678571,0.104964286,0.147075397,0.278099206,0.04809127,0.193456349,-0.037734127,0.127075397,0.213015873,0.054452381,0.009174603,0.198361111,0.035972222,-0.120174603,-0.042496032,0.228936508,0.277297619,0.095313492,0.023674603,-0.047440476,0.0245,0.325876984,-0.088654762,0.051202381,-0.024789683,0.014662698,0.061246032,0.434083333,0.035138889,-0.02747619,-0.220162698,-0.025055556,0.138154762,-0.045373016,0.099761905,0.348015873,0.499619048,0.635730159,-0.115992063,0.028269841,0.338996032,0.03102381,0.123555556,-0.00602381,0.159555556,0.146202381,-0.438789683,0.094809524,0.121662698,0.171821429,-0.003055556,-0.007984127,-0.030396825,0.405579365,-0.143539683,0.043892857,0.064730159,0.096253968,0.137059524,0.123916667,0.459563492,0.447444444,-0.001670635,-0.017115079,-0.000365079,-0.23877381,0.020134921,-0.38981746,-0.560325397,0.251793651,-0.040789683,-0.146587302,-0.420813492,-0.09177381,-0.22615873,-0.29831746,-0.753611111,0.163920635,-0.027702381,-0.138313492,-0.306579365,0.250607143,-0.386301587,0.015345238
X606P.37.1,606P,606,Ancestor,37,0.142309524,0.146384921,-0.033166667,0.01222619,-0.000376984,0.212186508,0.016996032,-0.01915873,-0.001321429,0.019964286,-0.017924603,0.120099206,0.09709127,0.162456349,0.014265873,0.091075397,0.045015873,0.144452381,0.005174603,0.210361111,0.164972222,0.066825397,0.112503968,0.006936508,-0.029702381,0.059313492,0.007674603,-0.035440476,0.0075,-0.020123016,-0.053654762,0.017202381,0.007210317,0.026662698,0.062246032,0.052083333,0.102138889,-0.00047619,0.204837302,0.026944444,0.151154762,0.058626984,0.148761905,0.034015873,0.046619048,-0.179269841,0.073007937,0.015269841,-0.033003968,0.00702381,0.212555556,0.01197619,0.080555556,-0.058797619,0.158210317,0.011809524,0.136662698,-0.085178571,0.005944444,1.59E-05,-0.004396825,0.160579365,0.112460317,0.012892857,0.110730159,0.156253968,0.067059524,0.082916667,-0.239436508,-0.002555556,0.034329365,-0.013115079,0.098634921,-0.00677381,0.065134921,-0.03181746,0.091674603,-0.037206349,-0.153789683,-0.249587302,0.002186508,-0.03477381,0.00384127,-0.05931746,-0.312611111,-0.252079365,-0.164702381,-0.141313492,-0.040579365,-0.131392857,-0.026301587,0.052345238
X606P.37.2,606P,606,Ancestor,37,0.196309524,0.153384921,-0.008166667,0.00422619,-0.036376984,0.283186508,-3.97E-06,-0.01515873,0.004678571,0.057964286,-0.011924603,0.117099206,0.08309127,0.108456349,-0.016734127,0.078075397,0.026015873,0.118452381,0.013174603,0.141361111,0.198972222,0.050825397,0.138503968,-0.002063492,-0.007702381,0.048313492,0.002674603,-0.025440476,0.0865,-0.002123016,-0.042654762,0.010202381,0.002210317,0.032662698,0.057246032,0.054083333,0.092138889,-0.00047619,0.236837302,0.026944444,0.187154762,0.068626984,0.139761905,0.016015873,-0.012380952,-0.191269841,0.077007937,0.004269841,-0.046003968,0.01002381,0.209555556,0.01797619,0.070555556,-0.039797619,0.254210317,-0.003190476,0.179662698,-0.084178571,0.013944444,0.003015873,-0.001396825,0.196579365,0.155460317,0.008892857,0.122730159,0.177253968,0.038059524,0.076916667,-0.197436508,-0.029555556,0.054329365,0.018884921,0.048634921,0.00822619,0.101134921,0.10918254,0.171674603,0.037793651,0.097210317,-0.262587302,0.026186508,0.06122619,-0.01015873,0.04168254,-0.100611111,-0.259079365,-0.105702381,-0.154313492,0.028420635,-0.000392857,-0.012301587,0.124345238
X606P.37.3,606P,606,Ancestor,37,0.141309524,0.097384921,0.014833333,0.02222619,-0.011376984,0.323186508,-0.003003968,0.00484127,0.012678571,0.041964286,-0.001924603,0.080099206,0.08909127,0.135456349,0.001265873,0.062075397,0.047015873,0.091452381,0.009174603,0.113361111,0.185972222,-0.002174603,0.146503968,0.037936508,0.012297619,0.021313492,0.002674603,-0.016440476,0.0275,-0.000123016,-0.030654762,0.013202381,0.013210317,0.037662698,0.075246032,0.135083333,0.082138889,0.00152381,0.279837302,0.027944444,0.124154762,0.052626984,0.157761905,-0.015984127,0.074619048,-0.180269841,0.111007937,-0.006730159,-0.021003968,0.01502381,0.207555556,0.01697619,0.081555556,0.024202381,0.249210317,-0.009190476,0.113662698,-0.069178571,0.005944444,0.006015873,0.000603175,0.201579365,0.132460317,-0.001107143,0.059730159,0.180253968,0.032059524,0.088916667,-0.119436508,0.038444444,0.031329365,0.040384921,0.035134921,-0.03727381,0.065634921,0.01968254,0.100174603,-0.012706349,0.017710317,-0.158087302,0.015686508,-0.00627381,-0.10665873,-0.06181746,-0.250111111,-0.150579365,-0.215202381,-0.158813492,-0.026079365,0.487107143,-0.051801587,0.099845238
Baelish.15.1,S606-2,606,Slow,15,-0.160690476,-0.051615079,-0.086166667,-0.04877381,-0.045376984,-0.195813492,-0.054003968,-0.19815873,-0.020321429,-0.069035714,-0.045924603,-0.284900794,-0.07890873,-0.172543651,-0.017734127,0.015075397,-0.033984127,-0.011547619,-0.021825397,-0.398638889,-0.236027778,-0.123174603,-0.160496032,-0.074063492,-0.179702381,-0.092686508,-0.017325397,-0.025440476,-0.0065,-0.206123016,-0.066654762,-0.040797619,-0.001789683,-0.046337302,-0.196753968,-0.336916667,-0.288861111,-0.05847619,-0.109162698,-0.016055556,-0.189845238,-0.023373016,-0.338238095,-0.298984127,-0.307380952,-0.238269841,-0.219992063,-0.008730159,-0.389003968,-0.01497619,-0.455444444,-0.01502381,-0.195444444,-0.108797619,-0.111789683,-0.057190476,-0.202337302,-0.121178571,-0.024055556,-0.044984127,0.001603175,-0.371420635,-0.091539683,0.030892857,-0.034269841,-0.207746032,-0.169940476,-0.483083333,-0.417436508,-0.140555556,-0.056670635,-0.028115079,0.072634921,0.58122619,-0.024865079,0.67018254,0.124674603,0.112793651,0.235210317,0.309412698,0.388186508,-0.02977381,0.28584127,0.24668254,0.554388889,0.178920635,0.176297619,0.319686508,0.050420635,0.012607143,0.105698413,-0.056654762
Baelish.15.2,S606-2,606,Slow,15,-0.191690476,-0.174615079,-0.128166667,-0.08677381,-0.078376984,-0.236813492,-0.048003968,-0.24315873,0.012678571,-0.126035714,-0.096924603,-0.312900794,-0.08690873,-0.184543651,-0.063734127,-0.011924603,-0.128984127,-0.087547619,-0.050825397,-0.425638889,-0.208027778,-0.139174603,-0.234496032,-0.085063492,-0.210702381,-0.131686508,-0.037325397,-0.079440476,-0.0775,-0.306123016,-0.103654762,-0.045797619,-0.032789683,-0.079337302,-0.256753968,-0.401916667,-0.346861111,-0.07547619,-0.172162698,-0.038055556,-0.180845238,-0.050373016,-0.385238095,-0.322984127,-0.328380952,-0.252269841,-0.267992063,-0.031730159,-0.365003968,-0.03097619,-0.511444444,-0.06302381,-0.215444444,-0.153797619,-0.138789683,-0.086190476,-0.189337302,-0.136178571,-0.029055556,-0.046984127,-0.042396825,-0.409420635,-0.205539683,-0.039107143,-0.097269841,-0.319746032,-0.183940476,-0.489083333,-0.440436508,-0.143555556,-0.080670635,-0.242115079,-0.047365079,0.41622619,-0.251865079,0.50918254,-0.030325397,-0.098206349,0.116210317,0.209412698,0.242186508,-0.09877381,0.08284127,0.03768254,0.289388889,0.060920635,0.021297619,0.211686508,-0.081579365,-0.107392857,-0.038301587,-0.217654762
Baelish.15.3,S606-2,606,Slow,15,-0.163690476,-0.064615079,-0.110166667,-0.05777381,-0.055376984,-0.240813492,-0.038003968,-0.21015873,-0.004321429,-0.118035714,-0.053924603,-0.293900794,-0.05590873,-0.210543651,-0.037734127,-0.029924603,-0.120984127,0.013452381,-0.032825397,-0.436638889,-0.266027778,-0.128174603,-0.207496032,-0.073063492,-0.183702381,-0.145686508,-0.026325397,-0.057440476,-0.0515,-0.259123016,-0.080654762,-0.048797619,-0.012789683,-0.067337302,-0.247753968,-0.375916667,-0.215861111,-0.06847619,-0.141162698,-0.031055556,-0.197845238,-0.047373016,-0.396238095,-0.227984127,-0.307380952,-0.239269841,-0.228992063,-0.031730159,-0.301003968,-0.01697619,-0.475444444,-0.03002381,-0.191444444,-0.105797619,-0.084789683,-0.074190476,-0.212337302,-0.121178571,-0.001055556,-0.039984127,-0.021396825,-0.377420635,-0.182539683,-0.022107143,-0.125269841,-0.329746032,-0.137940476,-0.488083333,-0.461436508,-0.128555556,-0.067670635,0.204884921,0.049634921,0.47322619,-0.098865079,0.58318254,0.060674603,0.073793651,-0.061789683,0.321412698,0.331186508,0.03022619,0.23584127,0.17968254,0.324388889,0.186920635,0.127297619,0.294686508,-0.011579365,0.043607143,0.041698413,-0.117654762
