Nickname,Name,Strain,Treatment,Condition,Well2,Well3,Well4,Well5,Well6,Well7,Well8,Well9,Well10,Well11,Well12,Well13,Well14,Well15,Well16,Well17,Well18,Well19,Well20,Well21,Well22,Well23,Well24,Well25,Well26,Well27,Well28,Well29,Well30,Well31,Well32,Well33,Well34,Well35,Well36,Well37,Well38,Well39,Well40,Well41,Well42,Well43,Well44,Well45,Well46,Well47,Well48,Well49,Well50,Well51,Well52,Well53,Well54,Well55,Well56,Well57,Well58,Well59,Well60,Well61,Well62,Well63,Well64,Well65,Well66,Well67,Well68,Well69,Well70,Well71,Well72,Well74,Well75,Well76,Well77,Well78,Well79,Well80,Well81,Well82,Well83,Well84,Well85,Well87,Well88,Well89,Well90,Well91,Well92,Well93,Well95,Well96
Baelish.37.1,S606-2,606,Slow,37,-0.111690476,-0.112615079,-0.174166667,0.00422619,-0.066376984,0.172186508,-0.022003968,-0.07115873,-0.151321429,-0.218035714,-0.160924603,-0.047900794,0.04709127,0.047456349,0.068265873,-0.119924603,-0.178984127,-0.166547619,-0.045825397,-0.017638889,0.134972222,-0.034174603,0.036503968,-0.147063492,-0.271702381,-0.225686508,-0.047325397,-0.020440476,0.0185,-0.080123016,0.025345238,-0.044797619,-0.050789683,-0.043337302,-0.002753968,-0.164916667,0.036138889,-0.03947619,0.069837302,-0.023055556,-0.108845238,-0.084373016,0.144761905,-0.100984127,0.028619048,-0.244269841,0.120007937,0.015269841,-0.232003968,-0.04697619,0.100555556,-0.05102381,0.025555556,-0.103797619,0.094210317,-0.020190476,-0.122337302,-0.226178571,-0.013055556,-0.030984127,-0.051396825,-0.011420635,0.087460317,-0.038107143,-0.089269841,-0.076746032,-0.000940476,-0.014083333,-0.222436508,-0.154555556,-0.019670635,0.037884921,0.004634921,-0.12377381,0.039134921,-0.16381746,0.059674603,-0.171206349,0.012210317,-0.244587302,0.022186508,0.01322619,-0.11115873,-0.05931746,-0.165611111,-0.181079365,-0.025702381,-0.316313492,-0.075579365,-0.216392857,-0.082301587,-0.035654762
Baelish.37.2,S606-2,606,Slow,37,-0.145690476,-0.138615079,-0.178166667,-0.02677381,-0.098376984,0.152186508,-0.043003968,-0.08515873,-0.140321429,-0.179035714,-0.175924603,-0.074900794,0.07809127,0.048456349,0.072265873,-0.120924603,-0.168984127,-0.193547619,-0.053825397,-0.111638889,0.134972222,-0.116174603,0.013503968,-0.167063492,-0.325702381,-0.203686508,-0.050325397,-0.089440476,0.0555,-0.097123016,-0.022654762,-0.037797619,-0.038789683,-0.045337302,-0.039753968,-0.185916667,0.009138889,-0.04647619,0.018837302,-0.018055556,-0.081845238,-0.000373016,0.124761905,-0.110984127,0.015619048,-0.241269841,0.120007937,-0.051730159,-0.283003968,-0.04997619,0.115555556,-0.06102381,0.027555556,-0.098797619,0.120210317,-0.049190476,0.016662698,-0.234178571,-0.059055556,-0.069984127,-0.051396825,-0.020420635,0.110460317,-0.047107143,-0.081269841,-0.126746032,0.005059524,-0.014083333,-0.211436508,-0.153555556,-0.023670635,-0.398115079,-0.116365079,0.00922619,-0.024865079,-0.11881746,0.002674603,-0.190206349,-0.051789683,-0.364587302,0.051186508,-0.05077381,-0.16615873,-0.08331746,-0.324611111,-0.194079365,-0.071702381,-0.349313492,-0.078579365,-0.209392857,-0.240301587,-0.022654762
Baelish.37.3,S606-2,606,Slow,37,-0.116690476,-0.128615079,-0.167166667,-0.04177381,-0.086376984,0.153186508,-0.041003968,-0.08815873,-0.136321429,-0.182035714,-0.176924603,-0.072900794,0.08609127,0.050456349,0.045265873,-0.130924603,-0.163984127,-0.165547619,-0.047825397,-0.105638889,0.122972222,-0.082174603,-0.015496032,-0.157063492,-0.309702381,-0.189686508,-0.045325397,-0.081440476,0.0745,-0.086123016,-0.016654762,-0.035797619,-0.041789683,-0.043337302,-0.016753968,-0.165916667,0.115138889,-0.04447619,0.043837302,-0.015055556,-0.094845238,0.009626984,0.097761905,-0.096984127,0.009619048,-0.239269841,0.136007937,-0.050730159,-0.264003968,-0.03997619,0.134555556,-0.05702381,0.029555556,-0.079797619,0.082210317,-0.057190476,-0.121337302,-0.217178571,-0.042055556,-0.057984127,-0.044396825,0.006579365,0.092460317,-0.051107143,-0.102269841,-0.134746032,0.016059524,-8.33E-05,-0.219436508,-0.140555556,-0.017670635,-0.005115079,0.001634921,-0.11777381,0.017134921,-0.08281746,0.027674603,-0.198206349,-0.162789683,-0.240587302,-0.019813492,0.01422619,-0.09815873,-0.11831746,-0.237611111,-0.199079365,-0.079702381,-0.301313492,-0.064579365,-0.269392857,-0.122301587,-0.039654762
Baelish.43.1,S606-2,606,Slow,43,-0.026690476,0.069384921,0.169833333,0.10522619,0.039623016,-0.084813492,0.097996032,0.16384127,0.055678571,0.022964286,0.039075397,0.196099206,0.15209127,0.186456349,0.090265873,0.086075397,0.020015873,-0.049547619,0.089174603,0.219361111,0.198972222,0.061825397,0.064503968,0.075936508,0.220297619,0.180313492,0.100674603,0.062559524,0.1225,0.161876984,0.086345238,0.136202381,0.109210317,0.124662698,0.096246032,0.388083333,0.071138889,0.10452381,-0.041162698,0.135944444,0.063154762,0.133626984,0.131761905,0.470015873,0.428619048,0.552730159,0.261007937,0.093269841,0.400996032,0.11802381,0.219555556,0.10597619,0.277555556,0.058202381,-0.057789683,0.186809524,0.181662698,0.268821429,0.104944444,0.109015873,0.082603175,0.293579365,0.204460317,0.121892857,0.152730159,0.142253968,0.091059524,0.142916667,0.465563492,0.081444444,0.108329365,0.175884921,-0.066365079,0.05522619,0.235134921,-0.20981746,-0.235325397,0.168793651,-0.031789683,0.427412698,-0.287813492,0.03822619,-0.07215873,0.06868254,-0.314611111,0.307920635,0.216297619,0.005686508,-0.133579365,-0.035392857,0.037698413,0.168345238
Baelish.43.2,S606-2,606,Slow,43,-0.037690476,0.051384921,0.092833333,0.10222619,0.038623016,-0.092813492,0.111996032,0.17584127,0.024678571,0.047964286,0.042075397,0.236099206,0.14709127,0.181456349,0.097265873,0.094075397,0.040015873,-0.035547619,0.108174603,0.238361111,0.185972222,0.059825397,0.158503968,0.095936508,0.207297619,0.129313492,0.109674603,0.096559524,0.2395,0.266876984,0.069345238,0.149202381,0.107210317,0.124662698,0.103246032,0.413083333,0.161138889,0.10752381,-0.055162698,0.139944444,0.098154762,0.131626984,0.130761905,0.506015873,0.430619048,0.592730159,0.288007937,0.114269841,0.544996032,0.12402381,0.254555556,0.09497619,0.130555556,0.075202381,-0.067789683,0.181809524,0.145662698,0.276821429,0.128944444,0.115015873,0.090603175,0.346579365,0.181460317,0.127892857,0.146730159,0.180253968,0.102059524,0.128916667,0.522563492,0.079444444,0.103329365,0.018884921,-0.357365079,-0.14177381,0.000134921,-0.40181746,-0.381325397,-0.019206349,-0.046789683,0.280412698,-0.473813492,-0.10377381,-0.30015873,-0.17531746,-0.416611111,0.138920635,0.041297619,-0.235313492,-0.348579365,-0.194392857,-0.282301587,-0.020654762
Baelish.43.3,S606-2,606,Slow,43,-0.073690476,0.003384921,0.053833333,0.07222619,-0.021376984,-0.157813492,0.062996032,0.15184127,-0.029321429,-0.046035714,-0.003924603,0.137099206,0.12409127,0.095456349,0.027265873,0.022075397,-0.001984127,-0.096547619,0.045174603,0.192361111,0.143972222,-0.042174603,0.089503968,0.103936508,0.150297619,0.065313492,0.049674603,0.012559524,0.0215,0.296876984,0.015345238,0.124202381,0.048210317,0.054662698,0.028246032,0.337083333,0.050138889,0.06552381,-0.093162698,0.073944444,-0.056845238,0.062626984,0.058761905,0.457015873,0.403619048,0.540730159,0.210007937,0.056269841,0.316996032,0.08202381,0.137555556,0.06697619,0.093555556,0.038202381,-0.090789683,0.115809524,0.039662698,0.216821429,0.034944444,0.037015873,0.041603175,0.216579365,0.258460317,0.068892857,0.056730159,0.082253968,0.007059524,0.086916667,0.354563492,-0.007555556,0.067329365,-0.128115079,-0.113365079,-0.05077381,0.063134921,-0.23981746,-0.486325397,-0.003206349,-0.152789683,0.339412698,-0.394813492,-0.09777381,-0.37615873,-0.16631746,-0.743611111,0.111920635,0.072297619,-0.157313492,-0.335579365,-0.109392857,-0.556301587,-0.005654762
Dayne.15.1,F606-2,606,Fast,15,-0.125690476,-0.136615079,-0.218166667,-0.05177381,-0.090376984,-0.072813492,-3.97E-06,-0.19715873,-0.083321429,-0.243035714,-0.160924603,-0.252900794,-0.08790873,-0.210543651,-0.026734127,-0.133924603,-0.158984127,-0.163547619,-0.008825397,-0.319638889,-0.443027778,-0.120174603,-0.183496032,-0.189063492,-0.108702381,-0.206686508,0.013674603,-0.013440476,0.0305,-0.185123016,-0.069654762,-0.054797619,0.002210317,-0.057337302,-0.327753968,-0.283916667,-0.086861111,-0.00047619,-0.073162698,-0.037055556,-0.126845238,-0.011373016,-0.378238095,-0.326984127,-0.311380952,-0.207269841,-0.135992063,-0.023730159,-0.305003968,-0.00397619,-0.376444444,0.07897619,-0.149444444,0.004202381,-0.005789683,-0.050190476,-0.257337302,-0.161178571,-0.011055556,-0.010984127,0.019603175,-0.294420635,-0.124539683,0.007892857,-0.221269841,-0.290746032,-0.193940476,-0.264083333,-0.386436508,-0.130555556,-0.055670635,0.064884921,-0.066365079,0.36022619,-0.075865079,0.37818254,0.032674603,-0.252206349,0.140210317,0.109412698,0.301186508,0.08122619,0.13084127,0.15668254,0.441388889,0.111920635,0.083297619,0.099686508,-0.020579365,0.036607143,0.016698413,-0.122654762
Dayne.15.2,F606-2,606,Fast,15,-0.132690476,-0.115615079,-0.196166667,-0.04277381,-0.066376984,-0.138813492,0.005996032,-0.22515873,-0.117321429,-0.229035714,-0.182924603,-0.236900794,-0.11690873,-0.152543651,-0.016734127,-0.103924603,-0.128984127,-0.155547619,0.001174603,-0.292638889,-0.445027778,-0.138174603,-0.109496032,-0.151063492,-0.071702381,-0.257686508,0.024674603,-0.024440476,0.0105,-0.266123016,-0.059654762,-0.059797619,-0.002789683,-0.009337302,-0.287753968,-0.279916667,-0.059861111,-0.03847619,-0.071162698,-0.022055556,-0.179845238,-0.018373016,-0.365238095,-0.318984127,-0.314380952,-0.192269841,-0.159992063,-0.019730159,-0.271003968,-0.00797619,-0.354444444,-0.02202381,-0.121444444,-0.038797619,-0.062789683,-0.072190476,-0.200337302,-0.136178571,-0.012055556,-0.006984127,-0.003396825,-0.294420635,-0.030539683,-0.031107143,-0.142269841,-0.303746032,-0.128940476,-0.210083333,-0.367436508,-0.103555556,-0.050670635,0.133884921,-0.028365079,0.41522619,-0.149865079,0.51718254,0.153674603,-0.031206349,0.255210317,0.463412698,0.441186508,0.06722619,0.32684127,0.18868254,0.536388889,0.231920635,0.278297619,0.465686508,0.110420635,0.214607143,0.141698413,-0.014654762
Dayne.15.3,F606-2,606,Fast,15,-0.202690476,-0.161615079,-0.220166667,-0.09077381,-0.147376984,-0.204813492,-0.043003968,-0.26515873,-0.087321429,-0.210035714,-0.164924603,-0.234900794,-0.12290873,-0.211543651,-0.092734127,-0.092924603,-0.160984127,-0.179547619,-0.046825397,-0.314638889,-0.429027778,-0.159174603,-0.197496032,-0.173063492,-0.082702381,-0.243686508,-0.031325397,-0.057440476,-0.1425,-0.243123016,-0.131654762,-0.091797619,-0.033789683,-0.110337302,-0.315753968,-0.308916667,-0.030861111,-0.08747619,-0.097162698,-0.067055556,-0.243845238,-0.071373016,-0.402238095,-0.364984127,-0.340380952,-0.255269841,-0.183992063,-0.068730159,-0.321003968,-0.08297619,-0.392444444,-0.08102381,-0.147444444,-0.042797619,-0.121789683,-0.108190476,-0.219337302,-0.162178571,-0.068055556,-0.047984127,-0.043396825,-0.293420635,-0.098539683,-0.075107143,-0.160269841,-0.242746032,-0.180940476,-0.267083333,-0.344436508,-0.209555556,-0.120670635,-0.068115079,-0.117365079,0.09122619,-0.329865079,0.07118254,-0.055325397,-0.402206349,-0.058789683,0.019412698,0.179186508,-0.05977381,-0.00115873,0.03768254,0.307388889,-0.058079365,-0.008702381,-0.104313492,-0.117579365,-0.306392857,-0.073301587,-0.284654762
Dayne.37.1,F606-2,606,Fast,37,0.225309524,0.142384921,-0.031166667,-0.00877381,0.004623016,0.289186508,0.009996032,-0.00115873,-0.005321429,0.003964286,-0.041924603,0.110099206,0.05909127,0.144456349,0.009265873,0.056075397,-0.030984127,0.063452381,-0.031825397,0.146361111,0.101972222,-0.053174603,0.211503968,0.007936508,0.007297619,0.051313492,-0.042325397,-0.037440476,0.0565,-0.028123016,-0.062654762,0.018202381,-0.032789683,-0.002337302,0.104246032,0.086083333,0.033138889,-0.02647619,0.281837302,0.015944444,0.214154762,0.037626984,0.157761905,-0.063984127,-0.143380952,-0.208269841,0.057007937,-0.024730159,0.046996032,-0.02997619,0.149555556,-0.03502381,0.058555556,0.218202381,0.291210317,0.002809524,0.138662698,-0.015178571,-0.016055556,-0.039984127,-0.035396825,0.134579365,0.092460317,-0.014107143,0.142730159,0.068253968,0.102059524,0.114916667,-0.300436508,-0.061555556,0.018329365,-0.121115079,0.142634921,-0.08777381,0.101134921,-0.03681746,0.253674603,-0.056206349,0.012210317,-0.161587302,0.144186508,-0.14077381,-0.15415873,0.06968254,-0.032611111,-0.255079365,0.053297619,-0.067313492,0.177420635,-0.201392857,0.234698413,0.192345238
Dayne.37.2,F606-2,606,Fast,37,0.215309524,0.155384921,0.003833333,0.03822619,-0.039376984,0.366186508,-0.054003968,-0.01015873,-0.008321429,-0.035035714,-0.035924603,0.121099206,0.07509127,0.125456349,-0.035734127,0.004075397,-0.041984127,0.039452381,-0.010825397,0.176361111,0.053972222,-0.052174603,-0.042496032,-0.033063492,0.032297619,0.059313492,-0.029325397,-0.038440476,0.1185,0.026876984,-0.113654762,-0.004797619,-0.021789683,-0.006337302,0.117246032,0.049083333,0.084138889,-0.05647619,0.189837302,0.024944444,0.184154762,0.050626984,0.212761905,-0.012984127,-0.171380952,-0.240269841,0.080007937,-0.006730159,0.011996032,-0.01497619,0.186555556,-0.01602381,0.072555556,0.003202381,0.223210317,-0.016190476,0.184662698,-0.015178571,-0.007055556,-0.036984127,-0.020396825,0.136579365,0.200460317,-0.009107143,0.138730159,0.022253968,0.093059524,0.134916667,-0.360436508,-0.129555556,0.017329365,0.119884921,0.154634921,-0.07577381,0.088134921,0.06218254,0.255674603,0.058793651,-0.082789683,-0.098587302,0.230186508,-0.06577381,0.04584127,0.01668254,-0.032611111,-0.401079365,-0.003702381,-0.110313492,0.182420635,-0.168392857,0.227698413,0.186345238
Dayne.37.3,F606-2,606,Fast,37,0.222309524,-0.085615079,-0.107166667,-0.01577381,-0.035376984,0.294186508,-0.054003968,-0.06415873,-0.075321429,-0.116035714,-0.117924603,0.078099206,0.09409127,0.113456349,-0.035734127,-0.090924603,-0.131984127,-0.128547619,-0.043825397,0.124361111,0.081972222,-0.053174603,0.160503968,-0.048063492,-0.023702381,-0.113686508,-0.052325397,-0.073440476,0.0935,-0.028123016,-0.100654762,-0.002797619,-0.050789683,-0.021337302,0.051246032,-0.025916667,0.039138889,-0.04247619,0.225837302,-0.026055556,0.150154762,0.025626984,0.182761905,-0.068984127,-0.232380952,-0.236269841,0.042007937,-0.019730159,-0.061003968,-0.04397619,0.178555556,-0.03702381,0.030555556,0.134202381,0.241210317,-0.057190476,0.122662698,-0.063178571,-0.031055556,-0.060984127,-0.047396825,0.035579365,0.156460317,-0.035107143,0.099730159,-0.021746032,0.064059524,0.105916667,-0.404436508,-0.098555556,-0.014670635,0.013884921,0.123634921,-0.02277381,0.112134921,0.10218254,0.302674603,0.059793651,-0.009789683,-0.113587302,0.253186508,0.04522619,0.13484127,0.05868254,-0.001611111,-0.745079365,0.351297619,0.126686508,0.264420635,-0.288392857,0.219698413,0.243345238
Dayne.43.1,F606-2,606,Fast,43,0.145309524,0.278384921,0.287833333,0.03322619,0.023623016,-0.112813492,0.013996032,0.15184127,0.097678571,0.201964286,0.162075397,0.126099206,0.18909127,0.136456349,0.008265873,0.108075397,0.214015873,0.224452381,0.026174603,0.202361111,0.246972222,0.201825397,0.106503968,0.067936508,0.312297619,0.243313492,0.027674603,0.017559524,0.2985,0.451876984,-0.042654762,0.050202381,0.021210317,0.052662698,0.245246032,0.463083333,0.272138889,0.04052381,-0.037162698,0.067944444,0.281154762,0.071626984,0.234761905,0.598015873,0.580619048,0.635730159,0.057007937,0.038269841,0.502996032,0.04302381,0.283555556,0.06697619,0.344555556,0.308202381,-0.266789683,0.077809524,0.207662698,0.418821429,0.072944444,0.033015873,0.021603175,0.224579365,-0.058539683,0.036892857,0.205730159,0.300253968,0.291059524,0.275916667,0.467563492,0.182444444,0.059329365,0.222884921,0.311634921,0.15222619,0.428134921,-0.13181746,0.100674603,0.581793651,0.240210317,0.367412698,-0.212813492,0.16322619,0.29384127,0.11768254,0.238388889,-0.120079365,0.354297619,0.549686508,0.329420635,0.995607143,0.302698413,0.476345238
Dayne.43.2,F606-2,606,Fast,43,0.116309524,0.254384921,0.270833333,0.02022619,0.029623016,-0.175813492,-0.004003968,0.14784127,0.076678571,0.170964286,0.144075397,0.112099206,0.15909127,0.102456349,-0.025734127,0.048075397,0.200015873,0.151452381,0.017174603,0.186361111,0.253972222,0.137825397,0.112503968,0.058936508,0.262297619,0.232313492,0.013674603,-0.024440476,0.3135,0.417876984,-0.065654762,0.062202381,0.012210317,0.041662698,0.258246032,0.427083333,0.303138889,0.01752381,-0.118162698,0.036944444,0.276154762,0.056626984,0.197761905,0.538015873,0.544619048,0.600730159,-0.011992063,0.019269841,0.478996032,0.03502381,0.264555556,0.04997619,0.260555556,0.300202381,-0.229789683,0.064809524,0.203662698,0.429821429,0.055944444,0.017015873,0.005603175,0.215579365,-0.023539683,0.017892857,0.191730159,0.294253968,0.226059524,0.245916667,0.535563492,0.182444444,0.030329365,0.033884921,-0.101365079,0.02922619,0.239134921,-0.18481746,0.016674603,0.455793651,-0.067789683,0.194412698,-0.474813492,0.09222619,0.11084127,0.28768254,-0.028611111,-0.030079365,0.262297619,0.367686508,0.248420635,0.980607143,0.307698413,0.342345238
Dayne.43.3,F606-2,606,Fast,43,0.087309524,0.221384921,0.282833333,0.02522619,0.007623016,-0.146813492,0.011996032,0.16884127,0.180678571,0.187964286,0.223075397,0.125099206,0.23109127,0.174456349,-0.011734127,0.099075397,0.222015873,0.130452381,0.027174603,0.176361111,0.263972222,0.138825397,0.096503968,0.105936508,0.278297619,0.212313492,0.023674603,-0.002440476,0.3525,0.472876984,-0.048654762,0.060202381,0.013210317,0.048662698,0.343246032,0.437083333,0.297138889,0.03652381,-0.142162698,0.023944444,0.296154762,0.017626984,0.203761905,0.543015873,0.541619048,0.605730159,-0.011992063,0.024269841,0.505996032,0.04302381,0.271555556,0.06897619,0.266555556,0.358202381,-0.262789683,0.080809524,0.213662698,0.375821429,0.076944444,0.042015873,0.020603175,0.217579365,-0.012539683,0.027892857,0.202730159,0.303253968,0.257059524,0.289916667,0.524563492,0.200444444,0.054329365,0.234884921,0.274634921,0.15722619,0.503134921,-0.08681746,0.067674603,0.598793651,-0.009789683,0.345412698,-0.203813492,0.17022619,0.30784127,0.24168254,-0.007611111,-0.163079365,0.408297619,0.503686508,0.313420635,0.807607143,0.422698413,0.497345238
Egg.15.1,R606-4,606,Random,15,-0.137690476,-0.111615079,-0.135166667,-0.03977381,-0.039376984,-0.123813492,-0.005003968,-0.18115873,-0.028321429,-0.131035714,-0.117924603,-0.172900794,-0.02490873,-0.130543651,-0.017734127,-0.066924603,-0.126984127,-0.124547619,-0.004825397,-0.287638889,-0.303027778,-0.116174603,-0.091496032,-0.078063492,-0.095702381,-0.161686508,0.055674603,-0.015440476,0.0165,-0.191123016,-0.015654762,-0.028797619,-0.001789683,-0.018337302,-0.263753968,-0.351916667,0.052138889,-0.02747619,-0.046162698,-0.002055556,-0.087845238,0.016626984,-0.163238095,-0.267984127,-0.258380952,-0.174269841,-0.143992063,-0.004730159,-0.331003968,0.01302381,-0.368444444,0.00997619,-0.051444444,-0.058797619,0.142210317,-0.041190476,-0.136337302,-0.015178571,0.021944444,0.019015873,0.011603175,-0.361420635,-0.114539683,0.018892857,-0.097269841,-0.265746032,-0.004940476,-0.339083333,-0.401436508,-0.097555556,-0.032670635,0.340884921,0.096634921,0.28322619,-0.130865079,0.62418254,0.172674603,0.012793651,0.179210317,0.173412698,0.370186508,0.06722619,0.46384127,0.33368254,0.551388889,0.212920635,0.218297619,0.224686508,0.119420635,0.112607143,0.159698413,-0.054654762
Egg.15.2,R606-4,606,Random,15,-0.169690476,-0.089615079,-0.110166667,-0.05477381,-0.065376984,-0.121813492,-0.023003968,-0.19115873,-0.002321429,-0.166035714,-0.091924603,-0.209900794,-0.06790873,-0.174543651,-0.041734127,-0.028924603,-0.117984127,-0.102547619,-0.018825397,-0.332638889,-0.350027778,-0.134174603,-0.182496032,-0.072063492,-0.125702381,-0.117686508,-0.000325397,-0.060440476,-0.0395,-0.190123016,-0.081654762,-0.041797619,-0.000789683,-0.014337302,-0.224753968,-0.344916667,-0.161861111,-0.04247619,-0.094162698,-0.019055556,-0.182845238,-0.013373016,-0.334238095,-0.426984127,-0.300380952,-0.255269841,-0.147992063,-0.019730159,-0.343003968,-0.00397619,-0.454444444,-0.04502381,-0.142444444,-0.057797619,0.011210317,-0.068190476,-0.187337302,-0.060178571,0.010944444,-0.033984127,-0.022396825,-0.346420635,-0.088539683,-0.028107143,-0.080269841,-0.223746032,-0.064940476,-0.355083333,-0.409436508,-0.126555556,-0.031670635,0.116884921,-0.031365079,0.26122619,-0.097865079,0.54218254,0.103674603,-0.072206349,0.082210317,0.013412698,0.288186508,-0.01277381,0.26584127,0.21768254,0.537388889,0.121920635,0.138297619,0.124686508,0.037420635,0.143607143,0.085698413,-0.121654762
Egg.15.3,R606-4,606,Random,15,-0.209690476,-0.112615079,-0.177166667,-0.10377381,-0.112376984,-0.188813492,-0.110003968,-0.25615873,-0.071321429,-0.180035714,-0.153924603,-0.265900794,-0.10890873,-0.195543651,-0.080734127,-0.053924603,-0.097984127,-0.116547619,-0.060825397,-0.395638889,-0.406027778,-0.187174603,-0.238496032,-0.127063492,-0.175702381,-0.179686508,-0.102325397,-0.103440476,-0.0485,-0.266123016,-0.115654762,-0.106797619,-0.010789683,-0.083337302,-0.257753968,-0.419916667,-0.289861111,-0.10247619,-0.154162698,-0.069055556,-0.184845238,-0.021373016,-0.385238095,-0.467984127,-0.336380952,-0.287269841,-0.179992063,-0.061730159,-0.358003968,-0.04497619,-0.531444444,-0.10202381,-0.222444444,-0.153797619,-0.069789683,-0.113190476,-0.225337302,-0.062178571,-0.059055556,-0.082984127,-0.060396825,-0.404420635,-0.155539683,-0.057107143,-0.206269841,-0.316746032,-0.165940476,-0.473083333,-0.449436508,-0.186555556,-0.075670635,0.135884921,-0.114365079,0.28522619,-0.188865079,0.52218254,0.023674603,-0.092206349,0.080210317,0.037412698,0.251186508,-0.01077381,0.32884127,0.18868254,0.514388889,0.085920635,0.094297619,0.113686508,-0.042579365,-0.004392857,0.010698413,-0.192654762
Egg.37.1,R606-4,606,Random,37,0.070309524,0.195384921,-0.009166667,-0.02277381,-0.073376984,0.290186508,-0.010003968,-0.06215873,-0.052321429,0.111964286,-0.060924603,0.096099206,0.06609127,0.100456349,-0.026734127,-0.015924603,-0.011984127,0.157452381,-0.025825397,0.057361111,0.118972222,-0.005174603,0.131503968,-0.003063492,-0.015702381,0.135313492,-0.031325397,-0.063440476,0.0635,-0.040123016,-0.094654762,0.012202381,-0.027789683,-0.002337302,0.066246032,-0.006916667,0.096138889,-0.04947619,0.143837302,0.013944444,0.242154762,0.030626984,0.189761905,-0.037984127,0.084619048,-0.214269841,0.112007937,-0.015730159,-0.010003968,-0.03097619,0.170555556,0.04097619,0.095555556,0.049202381,0.209210317,-0.005190476,0.214662698,-0.051178571,-0.030055556,-0.047984127,-0.032396825,0.122579365,0.102460317,-0.019107143,0.185730159,0.128253968,0.064059524,0.046916667,-0.259436508,-0.078555556,0.033329365,-0.304115079,0.049634921,0.09822619,-0.037865079,-0.05681746,0.111674603,-0.121206349,-0.094789683,-0.339587302,-0.021813492,-0.04177381,-0.10415873,-0.10931746,-0.104611111,-0.310079365,-0.302702381,-0.149313492,-0.035579365,-0.224392857,-0.127301587,0.041345238
Egg.37.2,R606-4,606,Random,37,0.091309524,0.164384921,0.003833333,0.00922619,-0.076376984,0.331186508,-0.049003968,-0.06115873,-0.028321429,0.052964286,-0.084924603,0.133099206,0.11409127,0.154456349,-0.017734127,-0.047924603,-0.035984127,0.060452381,-0.028825397,0.140361111,0.107972222,-0.032174603,0.090503968,0.046936508,0.014297619,0.116313492,-0.036325397,-0.066440476,0.0595,-0.034123016,-0.115654762,-0.012797619,-0.037789683,-0.024337302,0.057246032,0.023083333,0.133138889,-0.04547619,0.187837302,0.012944444,0.190154762,0.037626984,0.157761905,-0.003984127,0.049619048,-0.216269841,0.132007937,-0.021730159,-3.97E-06,-0.03497619,0.185555556,-0.01902381,0.066555556,0.098202381,0.345210317,-0.030190476,0.179662698,-0.062178571,-0.029055556,-0.047984127,-0.035396825,0.124579365,0.121460317,-0.023107143,0.173730159,0.013253968,0.063059524,0.036916667,-0.195436508,-0.112555556,0.031329365,-0.057115079,0.063634921,0.12422619,0.058134921,-0.02681746,0.138674603,-0.054206349,-0.007789683,-0.151587302,0.062186508,0.03222619,-0.15415873,-0.07231746,-0.119611111,-0.296079365,-0.275702381,-0.113313492,0.016420635,-0.167392857,-0.107301587,0.084345238
Egg.37.3,R606-4,606,Random,37,0.058309524,0.193384921,-0.005166667,-0.02077381,-0.060376984,0.284186508,-0.019003968,-0.03615873,-0.077321429,0.079964286,-0.052924603,0.132099206,0.09909127,0.118456349,-0.013734127,0.008075397,-0.011984127,0.172452381,-0.015825397,0.132361111,0.197972222,0.030825397,0.118503968,0.011936508,-0.011702381,0.091313492,-0.025325397,-0.036440476,0.0635,0.001876984,-0.070654762,0.027202381,-0.002789683,0.018662698,0.066246032,-0.028916667,0.106138889,-0.04347619,0.252837302,0.028944444,0.201154762,0.043626984,0.167761905,0.029015873,0.172619048,-0.190269841,0.158007937,0.013269841,0.060996032,-0.01697619,0.193555556,-0.01302381,0.105555556,0.312202381,0.236210317,0.028809524,0.187662698,-0.047178571,-0.018055556,-0.014984127,-0.024396825,0.205579365,0.128460317,-0.009107143,0.150730159,0.126253968,0.065059524,0.045916667,-0.063436508,-0.008555556,0.030329365,-0.031115079,-0.100365079,0.03722619,-0.090865079,-0.19681746,-0.021325397,-0.123206349,-0.166789683,-0.476587302,-0.135813492,-0.10477381,-0.23115873,-0.22431746,-0.139611111,-0.362079365,0.126297619,-0.301313492,-0.147579365,-0.298392857,-0.151301587,-0.047654762
