"","Merged","Nickname","Name","Strain","Treatment","Condition","Strategy","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"R606-4-43-1","606Random43","Egg.43.2","R606-4",606,"Random",43,"Specialist",1.85751693652093,1.16454599542481,0.664442529979453,0.116761718026605,0.80554340557283
"R606-4-43-2","606Random43","Egg.43.3","R606-4",606,"Random",43,"Specialist",1.98360158708694,0.31072650217267,0.230173954909913,0.110077690247779,0.315065994418156
"R606-1-15","606Random15","Khaleesi.15.1","R606-1",606,"Random",15,"Other",-1.76596300900642,-0.385312131299929,0.13324983535362,-0.166803105754826,-0.0778682265266609
"R606-1-15-1","606Random15","Khaleesi.15.2","R606-1",606,"Random",15,"Other",-1.9017249984884,0.0965473208165079,0.598247953428602,-0.209500766601821,-0.0401976125115638
"R606-1-15-2","606Random15","Khaleesi.15.3","R606-1",606,"Random",15,"Other",-1.54703082963927,-0.448642827436611,0.216806843198627,0.0858853008228975,-0.0269112171862792
"R606-1-37","606Random37","Khaleesi.37.1","R606-1",606,"Random",37,"Other",0.202460445351505,0.481401605718543,-0.446276488976101,-0.0261945563808106,0.10602924537252
"R606-1-37-1","606Random37","Khaleesi.37.2","R606-1",606,"Random",37,"Other",0.0103973702931371,0.430972446733542,-0.623029133637269,-0.0628292090987124,0.0737869049678772
"R606-1-37-2","606Random37","Khaleesi.37.3","R606-1",606,"Random",37,"Other",-0.115046173097574,0.486327549627508,-0.540598080950468,-0.210133801801878,0.070106241677904
"R606-1-43","606Random43","Khaleesi.43.1","R606-1",606,"Random",43,"Other",1.39995594331623,0.0970512324945835,0.681152758219522,-0.408393761503483,-0.11629661105791
"R606-1-43-1","606Random43","Khaleesi.43.2","R606-1",606,"Random",43,"Other",1.28053273083661,-0.228853589645779,0.529378333894196,-0.570425599712787,-0.251929019440936
"R606-1-43-2","606Random43","Khaleesi.43.3","R606-1",606,"Random",43,"Other",1.47368498937476,-0.17746195116985,0.269973956711537,-0.531734033223969,-0.214326882147953
"S606-4-15","606Slow15","Lyanna.15.1","S606-4",606,"Slow",15,"Generalist",-1.22237266719539,0.278334585591079,0.189606473363404,-0.0124274873813404,-0.254698513417314
"S606-4-15-1","606Slow15","Lyanna.15.2","S606-4",606,"Slow",15,"Generalist",-1.23839977803243,0.108852707651198,-0.0612305195092114,-0.0273368824553537,-0.280928525835371
"S606-4-15-2","606Slow15","Lyanna.15.3","S606-4",606,"Slow",15,"Generalist",-1.25707002610636,-0.00409125019076995,-0.108314971298935,-0.149146789359126,-0.354367253339929
"S606-4-37","606Slow37","Lyanna.37.1","S606-4",606,"Slow",37,"Generalist",0.32683567491072,0.655846898929458,-0.851778630583763,-0.482805096039008,-0.0217792951897402
"S606-4-37-1","606Slow37","Lyanna.37.2","S606-4",606,"Slow",37,"Generalist",0.310355796763084,0.75809397382298,-0.567796842328906,-0.157605984693218,0.0465418461267897
"S606-4-37-2","606Slow37","Lyanna.37.3","S606-4",606,"Slow",37,"Generalist",0.120571406347891,1.04900761330039,-0.193679803191236,0.121732249372791,0.179119319610476
"S606-4-43","606Slow43","Lyanna.43.1","S606-4",606,"Slow",43,"Generalist",1.50320408073417,0.72390771172826,1.20610845738762,0.00310290127846299,-0.328769106148236
"S606-4-43-1","606Slow43","Lyanna.43.2","S606-4",606,"Slow",43,"Generalist",1.62058451496123,0.59407229756453,1.03568651129798,0.467022660694682,-0.280350480269768
"S606-4-43-2","606Slow43","Lyanna.43.3","S606-4",606,"Slow",43,"Generalist",1.64766250140635,0.642762273428794,0.545365251523753,0.168126716498531,-0.0813993422263822
"F606-3-15","606Fast15","Nymeria.15.1","F606-3",606,"Fast",15,"Specialist",-1.80732446047762,-0.511101323754593,-0.00627635588750519,-0.139227346916296,0.0395090224062013
"F606-3-15-1","606Fast15","Nymeria.15.2","F606-3",606,"Fast",15,"Specialist",-1.73760196884474,-0.0405092938683891,0.470609835732329,-0.157076021321838,0.118932132146675
"F606-3-15-2","606Fast15","Nymeria.15.3","F606-3",606,"Fast",15,"Specialist",-1.83887246532091,-0.358654612494278,0.250728701753718,-0.203001814720641,0.140214865092389
"F606-3-37","606Fast37","Nymeria.37.1","F606-3",606,"Fast",37,"Specialist",0.211012992376948,-0.0326031025335589,-1.46366638093088,-0.19226918163952,0.0519702449668625
"F606-3-37-1","606Fast37","Nymeria.37.2","F606-3",606,"Fast",37,"Specialist",0.373863096358998,0.143429823351589,-1.29895916043322,-0.182495883224282,0.0534326197296237
"F606-3-37-2","606Fast37","Nymeria.37.3","F606-3",606,"Fast",37,"Specialist",0.305296081442001,0.186949344194028,-1.26957238463301,0.0119529360111539,0.0970607278371038
"F606-3-43","606Fast43","Nymeria.43.1","F606-3",606,"Fast",43,"Specialist",0.832934491175242,1.08680385151717,1.08680553286297,0.492435028117031,0.569191662837674
"F606-3-43-1","606Fast43","Nymeria.43.2","F606-3",606,"Fast",43,"Specialist",0.719976571350332,1.13915154091118,0.505423961099574,0.480996110992181,1.3959997426284
"F606-3-43-2","606Fast43","Nymeria.43.3","F606-3",606,"Fast",43,"Specialist",0.861495594765642,1.0317453643349,0.755386336578922,-0.0935600905974571,0.277495499587781
"S606-3-15","606Slow15","Ramsay.15.1","S606-3",606,"Slow",15,"Specialist",-1.1493288368087,0.189837361583554,0.317959249404024,0.00668881953076637,-0.116600905239156
"S606-3-15-1","606Slow15","Ramsay.15.2","S606-3",606,"Slow",15,"Specialist",-1.54170308883501,0.0420658753699119,0.492169514376824,-0.179076418732708,-0.116129538814547
"S606-3-15-2","606Slow15","Ramsay.15.3","S606-3",606,"Slow",15,"Specialist",-1.80936201886101,-0.151171827405562,0.298409551882524,-0.263135417960446,-0.294673607822389
"S606-3-37","606Slow37","Ramsay.37.1","S606-3",606,"Slow",37,"Specialist",-0.220997145616779,0.710142291998812,-0.357440100235764,-0.090832814080173,-0.0481886523634855
"S606-3-37-1","606Slow37","Ramsay.37.2","S606-3",606,"Slow",37,"Specialist",-0.291850767916027,0.813819954385282,-0.363764176336704,0.00103013690212194,-0.0453886998313666
"S606-3-37-2","606Slow37","Ramsay.37.3","S606-3",606,"Slow",37,"Specialist",-0.463715590711507,0.69922802070386,-0.529974422500576,-0.0594967640429367,-0.173010043571513
"S606-3-43","606Slow43","Ramsay.43.1","S606-3",606,"Slow",43,"Specialist",0.989196040653161,0.118265647785563,0.603805488170652,-0.469523550727063,-0.110605463159171
"S606-3-43-1","606Slow43","Ramsay.43.2","S606-3",606,"Slow",43,"Specialist",0.60153960731492,0.294090207102396,0.840920491985364,-0.619389609878897,0.213987547987596
"S606-3-43-2","606Slow43","Ramsay.43.3","S606-3",606,"Slow",43,"Specialist",0.792014439581678,0.0929971191264531,0.819316994544703,-0.172345682488839,0.356636072998651
"S606-1-15","606Slow15","Renly.15.1","S606-1",606,"Slow",15,"Specialist",-1.49195357749107,-0.0554498996847691,0.437461603817093,0.224162487675244,0.18420148922802
"S606-1-15-1","606Slow15","Renly.15.2","S606-1",606,"Slow",15,"Specialist",-1.18574169290506,0.373375800828652,0.240322821878977,0.22384129148246,-0.474811431790617
"S606-1-15-2","606Slow15","Renly.15.3","S606-1",606,"Slow",15,"Specialist",-1.05467371936066,0.0570295841108836,0.0718778137511589,0.318631028556021,-0.42360834327596
"S606-1-37","606Slow37","Renly.37.1","S606-1",606,"Slow",37,"Specialist",0.104693718369243,0.726748907422279,-0.333111364108786,-0.0185630328551118,0.185496163461401
"S606-1-37-1","606Slow37","Renly.37.2","S606-1",606,"Slow",37,"Specialist",0.293556752944402,0.441416995251533,-0.876496579307171,0.0864665672150738,0.149896309771433
