Nickname,Name,Strain,Treatment,Condition,Well2,Well3,Well4,Well5,Well6,Well7,Well8,Well9,Well10,Well11,Well12,Well13,Well14,Well15,Well16,Well17,Well18,Well19,Well20,Well21,Well22,Well23,Well24,Well25,Well26,Well27,Well28,Well29,Well30,Well31,Well32,Well33,Well34,Well35,Well36,Well37,Well38,Well39,Well40,Well41,Well42,Well43,Well44,Well45,Well46,Well47,Well48,Well49,Well50,Well51,Well52,Well53,Well54,Well55,Well56,Well57,Well58,Well59,Well60,Well61,Well62,Well63,Well64,Well65,Well66,Well67,Well68,Well69,Well70,Well71,Well72,Well74,Well75,Well76,Well77,Well78,Well79,Well80,Well81,Well82,Well83,Well84,Well85,Well87,Well88,Well89,Well90,Well91,Well92,Well93,Well95,Well96
Aeris.15.2,R607-1,607,Random,15,-0.164690476,-0.080615079,-0.095166667,-0.03877381,-0.035376984,-0.179813492,-0.056003968,-0.17015873,0.017678571,-0.073035714,-0.054924603,-0.164900794,-0.10290873,-0.177543651,-0.034734127,-0.029924603,0.007015873,-0.021547619,-0.035825397,-0.218638889,-0.402027778,-0.065174603,-0.131496032,-0.029063492,-0.102702381,-0.087686508,0.007674603,-0.012440476,-0.0105,-0.182123016,-0.074654762,-0.060797619,0.031210317,-0.029337302,-0.144753968,-0.244916667,-0.080861111,-0.03247619,-0.049162698,-0.005055556,-0.159845238,0.007626984,-0.238238095,-0.162984127,-0.297380952,-0.224269841,-0.228992063,-0.021730159,-0.319003968,-0.03797619,-0.255444444,-0.01702381,-0.090444444,-0.072797619,0.033210317,-0.039190476,-0.034337302,-0.095178571,-0.009055556,-0.018984127,-0.016396825,-0.276420635,-0.105539683,-0.038107143,-0.006269841,-0.098746032,-0.243940476,-0.086083333,-0.130436508,-0.116555556,-0.050670635,0.044884921,0.104634921,0.28622619,-0.086865079,-0.17681746,0.168674603,-0.233206349,-0.077789683,0.397412698,0.377186508,0.14622619,0.12784127,0.31768254,0.510388889,0.183920635,0.175297619,0.151686508,0.093420635,-0.094392857,0.141698413,-0.083654762
Aeris.15.3,R607-1,607,Random,15,-0.162690476,-0.070615079,-0.070166667,-0.02377381,-0.013376984,-0.127813492,-0.053003968,-0.16015873,0.021678571,-0.037035714,0.003075397,-0.138900794,-0.06390873,-0.161543651,-0.030734127,-0.004924603,0.033015873,0.006452381,-0.034825397,-0.200638889,-0.278027778,-0.037174603,-0.123496032,-0.033063492,-0.052702381,-0.007686508,0.015674603,-0.020440476,-0.0255,-0.152123016,-0.056654762,-0.052797619,0.036210317,-0.027337302,-0.085753968,-0.246916667,-0.063861111,-0.03347619,-0.014162698,-0.030055556,-0.122845238,-0.010373016,-0.153238095,-0.160984127,-0.296380952,-0.231269841,-0.193992063,-0.024730159,-0.307003968,-0.00097619,-0.179444444,-0.03602381,-0.079444444,-0.058797619,-0.008789683,-0.050190476,-0.152337302,-0.108178571,-0.010055556,-0.025984127,0.001603175,-0.270420635,0.009460317,-0.038107143,-0.034269841,-0.133746032,-0.222940476,-0.069083333,-0.054436508,-0.069555556,-0.060670635,0.237884921,0.144634921,0.18422619,-0.062865079,-0.11181746,0.200674603,-0.114206349,0.023210317,0.457412698,0.411186508,0.11722619,0.21684127,0.27068254,0.517388889,0.221920635,0.202297619,0.158686508,0.127420635,0.024607143,0.167698413,-0.086654762
Aeris.37.1,R607-1,607,Random,37,0.176309524,-0.148615079,-0.121166667,0.02922619,-0.020376984,0.252186508,0.022996032,-0.02115873,-0.142321429,-0.169035714,-0.145924603,0.072099206,0.00809127,0.075456349,0.039265873,-0.161924603,-0.162984127,-0.074547619,-0.014825397,0.075361111,-0.024027778,0.016825397,-0.067496032,-0.097063492,-0.135702381,-0.140686508,-0.081325397,0.108559524,-0.1215,-0.106123016,0.083345238,-0.018797619,-0.068789683,-0.026337302,-0.016753968,-0.041916667,-0.176861111,-0.01447619,-0.028162698,-0.015055556,-0.161845238,-0.027373016,0.046761905,-0.060984127,-0.136380952,-0.011269841,0.206007937,-0.036730159,0.033996032,-0.05097619,0.078555556,-0.02302381,-0.032444444,-0.021797619,0.129210317,-0.071190476,-0.197337302,-0.127178571,-0.010055556,-0.014984127,-0.029396825,-0.062420635,0.056460317,-0.036107143,-0.233269841,-0.026746032,-0.036940476,0.041916667,-0.120436508,-0.102555556,-0.034670635,0.168884921,-0.077365079,-0.27377381,-0.043865079,-0.33881746,0.050674603,-0.154206349,0.011210317,-0.039587302,0.117186508,-0.07077381,-0.18415873,0.02368254,-0.258611111,-0.297079365,-0.005702381,-0.160313492,-0.038579365,-0.229392857,-0.005301587,-0.083654762
Aeris.37.2,R607-1,607,Random,37,0.250309524,-0.133615079,-0.144166667,0.00722619,-0.000376984,0.245186508,0.031996032,0.00484127,-0.148321429,-0.081035714,-0.104924603,0.031099206,-0.04590873,0.080456349,0.069265873,-0.140924603,-0.087984127,-0.064547619,-0.015825397,0.083361111,-0.074027778,0.098825397,-0.015496032,-0.125063492,-0.131702381,-0.135686508,-0.050325397,0.159559524,-0.0895,-0.072123016,0.151345238,-0.014797619,-0.021789683,-0.014337302,0.074246032,-0.027916667,-0.060861111,-0.00947619,0.088837302,-0.027055556,-0.135845238,-0.008373016,0.046761905,-0.063984127,-0.028380952,0.009730159,0.217007937,-0.037730159,0.044996032,-0.04297619,0.101555556,-0.00702381,0.000555556,0.014202381,0.167210317,-0.038190476,-0.163337302,-0.124178571,0.006944444,0.011015873,-0.006396825,-0.037420635,0.108460317,-0.019107143,-0.142269841,0.107253968,-0.034940476,0.045916667,-0.060436508,-0.074555556,-0.019670635,-0.258115079,-0.084365079,-0.25577381,-0.046865079,-0.37981746,0.056674603,-0.129206349,0.028210317,-0.301587302,0.089186508,-0.07277381,-0.03415873,0.04768254,-0.143611111,-0.188079365,-0.083702381,-0.145313492,-0.033579365,-0.202392857,0.017698413,-0.134654762
Aeris.37.3,R607-1,607,Random,37,0.176309524,-0.117615079,-0.145166667,0.03222619,-0.010376984,0.261186508,0.018996032,-0.00115873,-0.136321429,-0.142035714,-0.141924603,0.070099206,-0.00090873,0.083456349,0.039265873,-0.152924603,-0.146984127,-0.081547619,0.003174603,0.101361111,-0.032027778,0.055825397,-0.047496032,0.069936508,-0.104702381,-0.191686508,-0.052325397,0.120559524,-0.0895,-0.055123016,0.121345238,0.004202381,-0.034789683,-0.004337302,0.020246032,-0.022916667,-0.008861111,0.00152381,0.028837302,-0.001055556,-0.130845238,-0.065373016,0.038761905,-0.009984127,-0.153380952,0.000730159,0.212007937,0.001269841,0.056996032,-0.03097619,0.088555556,0.05497619,-0.008444444,-0.022797619,0.141210317,-0.069190476,-0.173337302,-0.125178571,0.003944444,-0.013984127,-0.010396825,-0.027420635,0.080460317,-0.005107143,-0.187269841,-0.030746032,-0.047940476,0.057916667,-0.076436508,-0.105555556,-0.016670635,-0.070115079,0.004634921,-0.24977381,-0.051865079,-0.42481746,0.021674603,-0.124206349,-0.019789683,-0.327587302,0.098186508,-0.06477381,-0.15215873,0.02168254,-0.288611111,-0.216079365,-0.137702381,-0.181313492,-0.066579365,-0.104392857,-0.022301587,-0.146654762
Aeris.43.1,R607-1,607,Random,43,-0.085690476,-0.087615079,0.128833333,0.02722619,0.015623016,-0.190813492,0.121996032,0.20984127,0.033678571,0.184964286,0.015075397,0.030099206,-0.11790873,0.012456349,-0.043734127,-0.056924603,0.046015873,0.016452381,0.034174603,0.038361111,0.147972222,-0.018174603,0.010503968,0.014936508,0.134297619,0.133313492,0.005674603,-0.003440476,0.0045,0.108876984,-0.065654762,0.068202381,0.004210317,0.033662698,0.151246032,0.130083333,-0.127861111,0.00652381,-0.104162698,-0.032055556,-0.069845238,-0.036373016,0.040761905,0.111015873,0.285619048,0.117730159,0.144007937,0.000269841,0.245996032,0.01002381,0.061555556,0.01797619,-0.076444444,-0.090797619,-0.219789683,0.098809524,0.003662698,0.158821429,-0.025055556,0.038015873,0.017603175,0.104579365,-0.054539683,0.020892857,-0.024269841,0.033253968,-0.072940476,-0.033083333,0.239563492,0.110444444,-0.018670635,-0.191115079,-0.029365079,-0.18677381,0.034134921,-0.11381746,-0.175325397,-0.100206349,-0.074789683,0.120412698,-0.390813492,-0.01177381,-0.26115873,0.07668254,-0.507611111,0.037920635,-0.060702381,0.003686508,-0.170579365,0.129607143,-0.087301587,-0.126654762
Aeris.43.2,R607-1,607,Random,43,-0.060690476,0.000384921,0.117833333,0.04222619,0.063623016,-0.136813492,0.105996032,0.17584127,0.022678571,0.226964286,0.034075397,0.053099206,-0.08290873,0.048456349,-0.029734127,-0.044924603,0.090015873,0.081452381,0.060174603,0.111361111,0.123972222,0.043825397,0.060503968,0.020936508,0.141297619,0.148313492,0.023674603,0.012559524,0.0735,0.153876984,-0.051654762,0.019202381,0.039210317,0.064662698,0.142246032,0.203083333,-0.116861111,0.01352381,-0.095162698,0.035944444,-0.018845238,-0.020373016,0.094761905,0.220015873,0.324619048,-0.002269841,0.120007937,-0.020730159,0.318996032,0.03302381,0.107555556,0.03097619,-0.030444444,-0.079797619,-0.165789683,0.079809524,0.002662698,0.175821429,0.000944444,0.057015873,0.026603175,0.119579365,-0.024539683,0.002892857,-0.012269841,0.061253968,-0.057940476,0.001916667,0.201563492,0.145444444,-0.019670635,-0.369115079,-0.245365079,-0.44277381,-0.253865079,-0.40181746,-0.372325397,-0.280206349,-0.170789683,-0.081587302,-0.528813492,-0.33377381,-0.42915873,-0.14131746,-0.534611111,-0.129079365,-0.298702381,-0.182313492,-0.361579365,-0.211392857,-0.283301587,-0.325654762
Aeris.43.3,R607-1,607,Random,43,-0.070690476,-0.008615079,0.127833333,0.04322619,0.037623016,-0.205813492,0.120996032,0.21984127,0.064678571,0.281964286,0.080075397,0.052099206,-0.04290873,0.038456349,-0.031734127,-0.010924603,0.098015873,0.067452381,0.071174603,0.105361111,0.139972222,0.005825397,0.031503968,0.049936508,0.165297619,0.146313492,0.025674603,0.022559524,0.1205,0.187876984,-0.035654762,0.080202381,0.039210317,0.068662698,0.211246032,0.199083333,-0.067861111,0.02452381,-0.087162698,-0.003055556,-0.034845238,-0.050373016,0.089761905,0.377015873,0.312619048,0.103730159,0.098007937,0.023269841,0.287996032,0.03602381,0.106555556,0.03997619,-0.037444444,-0.067797619,-0.225789683,0.094809524,0.047662698,0.182821429,0.027944444,0.076015873,0.044603175,0.135579365,-0.048539683,0.044892857,0.011730159,0.056253968,-0.030940476,0.000916667,0.300563492,0.152444444,-0.014670635,-0.238615079,-0.136865079,-0.31827381,-0.146365079,-0.33931746,-0.267825397,-0.201706349,-0.252289683,0.037912698,-0.482313492,-0.33027381,-0.37365873,-0.01881746,-0.554111111,0.016420635,-0.195202381,-0.075813492,-0.277079365,-0.160892857,-0.358801587,-0.229154762
Bloodraven.15.1,F607-4,607,Fast,15,-0.197690476,-0.054615079,-0.089166667,-0.07877381,-0.092376984,-0.269813492,-0.059003968,-0.22715873,-0.013321429,-0.040035714,-0.029924603,-0.512900794,-0.06190873,-0.169543651,-0.073734127,-0.017924603,-0.104984127,-0.079547619,-0.063825397,-0.236638889,-0.485027778,-0.151174603,-0.080496032,-0.047063492,-0.138702381,-0.149686508,-0.041325397,-0.045440476,0.0135,-0.196123016,-0.081654762,-0.083797619,-0.070789683,-0.077337302,-0.262753968,-0.248916667,-0.135861111,-0.04447619,-0.080162698,-0.040055556,-0.154845238,-0.044373016,-0.136238095,-0.110984127,-0.340380952,-0.261269841,-0.225992063,-0.042730159,-0.417003968,-0.01897619,-0.195444444,-0.04102381,-0.056444444,-0.107797619,-0.002789683,-0.083190476,-0.127337302,-0.110178571,-0.021055556,-0.049984127,-0.042396825,-0.198420635,-0.187539683,-0.063107143,-0.089269841,-0.224746032,-0.078940476,-0.035083333,-0.188436508,-0.153555556,-0.070670635,0.013884921,-0.097365079,0.05522619,-0.197865079,0.15918254,0.086674603,-0.278206349,0.049210317,0.057412698,0.299186508,0.01822619,0.07284127,0.02468254,0.494388889,0.106920635,0.031297619,-0.173313492,-0.026579365,-0.111392857,0.021698413,-0.196654762
Bloodraven.15.2,F607-4,607,Fast,15,-0.189690476,-0.048615079,-0.072166667,-0.06777381,-0.054376984,-0.219813492,-0.040003968,-0.19715873,0.031678571,-0.048035714,-0.029924603,-0.486900794,-0.04490873,-0.193543651,-0.061734127,0.023075397,-0.087984127,-0.051547619,-0.045825397,-0.162638889,-0.457027778,-0.169174603,-0.092496032,-0.027063492,-0.000702381,-0.072686508,-0.028325397,-0.007440476,-0.0225,-0.185123016,-0.086654762,-0.075797619,-0.018789683,-0.057337302,-0.226753968,-0.188916667,-0.029861111,-0.05147619,-0.036162698,-0.015055556,-0.063845238,-0.028373016,-0.138238095,-0.153984127,-0.308380952,-0.235269841,-0.185992063,-0.047730159,-0.394003968,-0.02497619,-0.089444444,-0.02202381,-0.080444444,-0.106797619,0.121210317,-0.087190476,-0.105337302,-0.083178571,-0.032055556,-0.040984127,-0.028396825,-0.216420635,-0.165539683,-0.018107143,0.041730159,-0.163746032,-0.045940476,-0.014083333,-0.188436508,-0.121555556,-0.037670635,0.059884921,-0.036365079,0.05822619,-0.227865079,0.16918254,0.050674603,-0.197206349,-0.005789683,0.087412698,0.308186508,0.12122619,0.02084127,-0.05331746,0.513388889,0.089920635,0.066297619,-0.087313492,-0.020579365,0.053607143,0.022698413,-0.258654762
Bloodraven.15.3,F607-4,607,Fast,15,-0.180690476,0.004384921,-0.039166667,-0.06177381,-0.048376984,-0.197813492,-0.035003968,-0.20615873,0.081678571,0.043964286,0.035075397,-0.486900794,0.04709127,-0.117543651,-0.059734127,0.008075397,-0.054984127,-0.005547619,-0.040825397,-0.094638889,-0.417027778,-0.105174603,-0.070496032,0.041936508,-0.081702381,-0.053686508,-0.014325397,-0.002440476,0.0545,-0.136123016,-0.042654762,-0.067797619,-0.018789683,-0.049337302,-0.172753968,-0.074916667,-0.091861111,-0.03947619,-0.002162698,-0.021055556,-0.077845238,-0.021373016,-0.101238095,-0.095984127,-0.304380952,-0.239269841,-0.177992063,-0.039730159,-0.397003968,-0.02797619,-0.126444444,-0.00502381,-0.062444444,-0.103797619,0.017210317,-0.082190476,-0.098337302,-0.028178571,-0.031055556,-0.043984127,-0.011396825,-0.185420635,-0.117539683,-0.053107143,-0.068269841,-0.216746032,-0.005940476,0.040916667,-0.059436508,-0.081555556,-0.036670635,-0.216115079,-0.078365079,-0.02177381,-0.245865079,0.08818254,0.006674603,-0.291206349,-0.054789683,-0.007587302,0.266186508,-0.08777381,-0.00015873,-0.13831746,0.447388889,0.056920635,-0.004702381,-0.170313492,-0.061579365,-0.104392857,-0.010301587,-0.287654762
Bloodraven.37.1,F607-4,607,Fast,37,0.214309524,-0.035615079,-0.085166667,0.00222619,-0.044376984,0.337186508,0.005996032,-0.00915873,-0.061321429,-0.037035714,-0.051924603,-0.363900794,-0.01390873,-0.111543651,0.001265873,-0.057924603,-0.051984127,-0.068547619,-0.023825397,0.106361111,0.127972222,0.107825397,0.074503968,-0.030063492,-0.086702381,-0.003686508,-0.030325397,0.108559524,-0.0215,-0.073123016,0.140345238,0.007202381,-0.033789683,-0.002337302,-0.053753968,0.158083333,-0.027861111,-0.00647619,0.152837302,0.004944444,-0.042845238,0.008626984,0.122761905,-0.051984127,0.083619048,-0.127269841,0.197007937,-0.023730159,0.138996032,-0.02697619,0.103555556,0.00597619,-0.023444444,-0.065797619,0.257210317,-0.010190476,-0.025337302,-0.206178571,-0.035055556,-0.014984127,-0.029396825,0.112579365,0.163460317,-0.025107143,-0.037269841,-0.033746032,-0.014940476,0.057916667,0.022563492,-0.091555556,-0.015670635,0.152884921,0.114634921,0.10922619,0.082134921,0.03518254,0.051674603,-0.003206349,0.126210317,-0.292587302,0.239186508,0.07522619,-0.04215873,-0.02731746,-0.109611111,-0.150079365,-0.176702381,-0.118313492,0.030420635,-0.034392857,-0.008301587,-0.018654762
Bloodraven.37.2,F607-4,607,Fast,37,0.289309524,-0.041615079,-0.069166667,0.01522619,-0.018376984,0.354186508,0.030996032,0.05884127,-0.075321429,-0.017035714,-0.031924603,-0.343900794,0.04309127,0.088456349,-0.029734127,-0.029924603,-0.049984127,-0.056547619,-0.000825397,0.121361111,0.150972222,0.142825397,0.139503968,0.117936508,-0.050702381,-0.068686508,-0.020325397,0.156559524,-0.0615,-0.061123016,0.123345238,0.010202381,-0.019789683,0.004662698,0.048246032,0.189083333,-0.054861111,0.00952381,0.148837302,0.031944444,-0.013845238,0.021626984,0.070761905,-0.004984127,0.150619048,-0.097269841,0.202007937,0.027269841,0.165996032,-0.00597619,0.115555556,-0.00202381,0.004555556,-0.029797619,0.357210317,0.006809524,-0.073337302,-0.186178571,-0.010055556,-0.012984127,-0.016396825,0.162579365,0.139460317,-0.009107143,-0.023269841,-0.014746032,-0.022940476,0.067916667,0.093563492,-0.044555556,0.000329365,-0.368115079,0.074634921,-0.08077381,0.029134921,-0.08681746,0.026674603,-0.124206349,-0.028789683,-0.267587302,0.190186508,0.01122619,-0.09715873,-0.16131746,-0.333611111,-0.262079365,-0.265702381,-0.224313492,-0.073579365,-0.269392857,-0.092301587,-0.131654762
Bloodraven.37.3,F607-4,607,Fast,37,0.245309524,-0.003615079,-0.036166667,0.02122619,-0.022376984,0.382186508,0.033996032,0.03784127,-0.034321429,0.027964286,-0.001924603,-0.321900794,0.16609127,0.097456349,-0.010734127,-0.038924603,-0.006984127,-0.016547619,0.002174603,0.164361111,0.215972222,0.088825397,0.137503968,-0.005063492,-0.012702381,-0.024686508,-0.009325397,0.180559524,-0.0245,-0.026123016,0.192345238,0.032202381,0.006210317,0.027662698,-0.000753968,0.318083333,-0.008861111,0.01352381,0.282837302,0.032944444,0.014154762,0.038626984,0.077761905,0.039015873,0.255619048,0.078730159,0.245007937,0.052269841,0.193996032,0.00502381,0.108555556,0.01397619,0.053555556,0.050202381,0.274210317,0.005809524,0.034662698,-0.160178571,0.018944444,0.012015873,0.005603175,0.164579365,0.120460317,0.010892857,0.014730159,0.050253968,-0.014940476,0.070916667,0.181563492,0.090444444,0.019329365,0.113884921,0.149634921,-0.04177381,0.083134921,-0.02781746,0.100674603,0.007793651,0.046210317,-0.209587302,0.272186508,0.10322619,0.05084127,-0.22731746,-0.069611111,-0.148079365,-0.113702381,-0.151313492,0.007420635,-0.053392857,-0.038301587,-0.018654762
Bloodraven.43.1,F607-4,607,Fast,43,-0.061690476,0.038384921,0.104833333,0.07722619,0.038623016,0.030186508,0.123996032,0.26084127,-0.007321429,0.190964286,0.068075397,0.029099206,-0.06190873,0.007456349,0.004265873,-0.021924603,0.066015873,0.039452381,-0.000825397,0.083361111,0.157972222,0.066825397,0.044503968,0.022936508,0.165297619,0.065313492,0.000674603,-0.008440476,-0.0745,0.067876984,0.392345238,0.065202381,0.020210317,0.008662698,0.031246032,0.226083333,0.018138889,0.01452381,-0.069162698,-0.007055556,0.058154762,-0.030373016,0.025761905,0.124015873,0.203619048,0.534730159,-0.287992063,0.043269841,0.259996032,0.01302381,0.059555556,-0.01302381,0.021555556,-0.000797619,-0.254789683,0.109809524,0.088662698,0.104821429,-0.002055556,0.005015873,-0.010396825,0.215579365,-0.192539683,0.034892857,0.043730159,0.038253968,-0.062940476,-0.032083333,0.360563492,0.171444444,-0.035670635,-0.257115079,-0.005365079,-0.16877381,-0.098865079,-0.12681746,-0.195325397,-0.071206349,-0.072789683,-0.055587302,-0.317813492,-0.09377381,-0.30815873,-0.39231746,-0.777611111,-0.294079365,-0.122702381,-0.017313492,-0.237579365,-0.147392857,-0.479301587,-0.104654762
Bloodraven.43.2,F607-4,607,Fast,43,-0.127190476,0.053884921,0.116333333,0.06972619,0.046123016,-0.183313492,0.121496032,-0.08165873,-0.027821429,0.220464286,0.094575397,0.038599206,-0.05240873,0.022956349,-0.016234127,-0.064424603,0.053515873,0.023952381,-0.000325397,0.100861111,0.155472222,0.042325397,0.169003968,-0.010563492,0.160797619,0.068813492,0.008174603,-0.028940476,-0.094,0.044376984,0.297845238,0.049702381,0.010710317,0.012162698,0.025746032,0.251583333,-0.063361111,0.01202381,-0.112662698,-0.017555556,0.034654762,-0.068873016,0.038261905,0.135515873,0.246119048,0.511230159,-0.136492063,0.031769841,0.235496032,0.00852381,0.061055556,-0.01652381,0.017055556,-0.023297619,-0.212289683,0.061309524,0.046162698,0.100321429,-0.002555556,0.002515873,-0.009896825,0.179079365,-0.406039683,0.038392857,0.028230159,0.044753968,-0.059440476,-0.009583333,0.331063492,0.062944444,-0.077170635,-0.106115079,-0.041365079,-0.21277381,-0.123865079,-0.18581746,-0.263325397,0.326793651,-0.072789683,-0.158587302,-0.398813492,-0.01177381,-0.25515873,-0.15431746,0.540388889,-0.181079365,-0.171702381,-0.059313492,-0.279579365,-0.256392857,-0.311301587,-0.042654762
Bloodraven.43.3,F607-4,607,Fast,43,-0.069690476,0.108384921,0.166833333,0.05722619,0.048623016,-0.192813492,0.134996032,0.28184127,0.043678571,0.208964286,0.082075397,0.036099206,-0.05490873,-0.051543651,-0.031734127,0.088075397,0.076015873,0.066452381,0.004174603,0.094361111,0.156972222,0.008825397,0.041503968,0.130936508,0.174297619,0.135313492,0.011674603,-0.022440476,0.0865,0.143876984,-0.065654762,0.081202381,0.005210317,0.006662698,0.064246032,0.262083333,-0.077861111,-0.00047619,-0.208162698,-0.031055556,0.070154762,-0.034373016,0.057761905,0.144015873,0.304619048,0.407730159,-0.081992063,0.041269841,0.265996032,0.01002381,0.072555556,0.00397619,-0.030444444,-0.083797619,0.608210317,0.128809524,0.073662698,0.189821429,-0.002055556,0.012015873,0.002603175,0.170579365,-0.451539683,0.049892857,0.041730159,0.021253968,-0.122940476,-0.010083333,0.231563492,0.028444444,-0.020670635,-0.118115079,-0.063365079,-0.15577381,-0.027865079,-0.15481746,-0.454325397,-0.024206349,-0.059789683,-0.049587302,-0.457813492,0.08822619,-0.27715873,-0.25131746,-0.574611111,-0.077079365,-0.119702381,0.118686508,-0.207579365,-0.121392857,-0.307301587,-0.104654762
Dunk.15.1,S607-4,607,Slow,15,-0.237690476,-0.050615079,-0.061166667,-0.11377381,-0.135376984,-0.148813492,-0.070003968,-0.24315873,0.014678571,-0.028035714,-0.000924603,-0.162900794,-0.05890873,0.005456349,-0.047734127,-0.026924603,-0.100984127,-0.040547619,-0.100825397,-0.200638889,-0.267027778,-0.222174603,-0.017496032,-0.027063492,-0.141702381,-0.115686508,-0.076325397,-0.053440476,0.0425,-0.192123016,-0.100654762,-0.120797619,-0.082789683,-0.121337302,-0.260753968,-0.418916667,0.005138889,-0.10447619,-0.003162698,-0.080055556,-0.089845238,-0.096373016,-0.122238095,-0.224984127,-0.385380952,-0.315269841,-0.220992063,-0.105730159,-0.500003968,-0.09197619,-0.219444444,-0.11602381,-0.082444444,-0.136797619,-0.017789683,-0.142190476,-0.035337302,-0.114178571,-0.100055556,-0.112984127,-0.097396825,-0.306420635,-0.051539683,-0.115107143,-0.035269841,-0.201746032,-0.004940476,-0.041083333,-0.019436508,-0.146555556,-0.098670635,0.063884921,-0.079365079,-0.09977381,-0.204865079,-0.06581746,0.041674603,-0.239206349,-0.054789683,-0.244587302,0.233186508,-0.10477381,-0.12315873,-0.14231746,0.114388889,0.064920635,-0.019702381,-0.203313492,-0.033579365,-0.123392857,0.021698413,-0.149654762
Dunk.15.2,S607-4,607,Slow,15,-0.249690476,-0.040615079,-0.066166667,-0.12177381,-0.156376984,-0.114813492,-0.084003968,-0.27015873,0.010678571,-0.002035714,0.043075397,-0.128900794,-0.02990873,-0.090543651,-0.100734127,-0.070924603,-0.073984127,-0.041547619,-0.115825397,-0.123638889,-0.297027778,-0.134174603,-0.016496032,-0.004063492,-0.119702381,-0.094686508,-0.097325397,-0.114440476,0.0405,-0.204123016,-0.127654762,-0.133797619,-0.103789683,-0.130337302,-0.247753968,-0.419916667,-0.021861111,-0.14047619,0.021837302,-0.094055556,-0.080845238,-0.107373016,-0.110238095,-0.202984127,-0.399380952,-0.307269841,-0.277992063,-0.112730159,-0.451003968,-0.10797619,-0.176444444,-0.13102381,-0.083444444,-0.141797619,-0.029789683,-0.147190476,-0.017337302,-0.101178571,-0.061055556,-0.118984127,-0.108396825,-0.348420635,-0.021539683,-0.117107143,-0.041269841,-0.278746032,-0.000940476,0.025916667,-0.036436508,-0.179555556,-0.128670635,0.037884921,-0.062365079,-0.02177381,-0.112865079,0.02218254,0.117674603,-0.124206349,0.013210317,-0.072587302,0.307186508,0.01422619,0.07984127,-0.22731746,0.165388889,0.170920635,0.052297619,-0.149313492,0.047420635,0.011607143,0.097698413,-0.103654762
Dunk.15.3,S607-4,607,Slow,15,-0.226690476,0.017384921,-0.046166667,-0.12577381,-0.134376984,-0.156813492,-0.083003968,-0.25715873,0.029678571,0.063964286,0.045075397,-0.130900794,-0.03890873,-0.067543651,-0.116734127,-0.006924603,-0.031984127,-0.026547619,-0.115825397,-0.112638889,-0.309027778,-0.180174603,-0.063496032,-0.032063492,-0.136702381,-0.100686508,-0.093325397,-0.133440476,0.0705,-0.126123016,-0.134654762,-0.140797619,-0.092789683,-0.137337302,-0.179753968,-0.403916667,0.036138889,-0.10547619,0.040837302,-0.101055556,-0.071845238,-0.100373016,-0.082238095,-0.180984127,-0.385380952,-0.303269841,-0.243992063,-0.108730159,-0.526003968,-0.09797619,-0.126444444,-0.08802381,-0.004444444,-0.130797619,-0.115789683,-0.120190476,-0.030337302,-0.106178571,-0.124055556,-0.126984127,-0.111396825,-0.351420635,-0.105539683,-0.122107143,0.020730159,-0.218746032,-0.024940476,-0.023083333,0.155563492,-0.229555556,-0.100670635,0.128884921,0.004634921,-0.08277381,-0.303865079,-0.04281746,0.119674603,-0.145206349,0.088210317,-0.184587302,0.279186508,0.09122619,-0.07715873,-0.10131746,0.364388889,0.191920635,-0.030702381,-0.176313492,0.049420635,-0.041392857,0.105698413,-0.164654762
Dunk.37.1,S607-4,607,Slow,37,0.327309524,-0.051615079,-0.047166667,0.00922619,-0.010376984,0.329186508,0.026996032,0.04784127,-0.002321429,-0.056035714,-0.036924603,0.110099206,-0.01290873,0.102456349,0.005265873,-0.041924603,-0.057984127,-0.006547619,-0.004825397,0.132361111,0.224972222,-0.032174603,0.149503968,-0.019063492,-0.067702381,-0.039686508,-0.023325397,0.118559524,-0.0215,-0.091123016,0.116345238,-0.016797619,-0.032789683,-0.001337302,0.048246032,0.237083333,-0.054861111,0.00152381,0.196837302,-5.56E-05,0.106154762,-0.004373016,0.113761905,0.039015873,-0.096380952,0.006730159,0.177007937,0.004269841,0.173996032,-0.03297619,0.125555556,-2.38E-05,0.012555556,-0.056797619,0.264210317,-0.018190476,0.058662698,-0.106178571,-0.013055556,-0.014984127,-0.004396825,0.098579365,0.155460317,-0.018107143,0.025730159,0.021253968,0.015059524,0.081916667,0.208563492,-0.094555556,0.073329365,0.361884921,0.452634921,0.21122619,0.278134921,0.26318254,0.392674603,0.220793651,0.328210317,0.083412698,0.511186508,0.31522619,0.24784127,0.10068254,0.051388889,0.121920635,0.190297619,0.182686508,0.330420635,0.178607143,0.335698413,0.356345238
