"","X.x","clone.x","median","pvaltest","logi_test","referencia","PC","PCdir","comparison","Name","X.y","Merged","Nickname","Strain","Treatment","Condition","Strategy","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","clone.y"
"682",84,"F606-4",-0.159096717068024,0.598394339924243,"equal",15,"Dim.4","less","Unrestored","F606-4","F606-4-43","606Fast43","Stannis.43.1",606,"Fast","43","Generalist",1.42555037045129,-0.311842600683772,0.255506426534983,0.0762127865351102,-0.220646939046639,"F606-4"
"683",84,"F606-4",-0.159096717068024,0.598394339924243,"equal",15,"Dim.4","less","Unrestored","F606-4","F606-4-43-1","606Fast43","Stannis.43.2",606,"Fast","43","Generalist",1.54427730332497,-0.319119134539873,0.000911346487669173,-0.282551855486732,-0.391895253037242,"F606-4"
"684",84,"F606-4",-0.159096717068024,0.598394339924243,"equal",15,"Dim.4","less","Unrestored","F606-4","F606-4-43-2","606Fast43","Stannis.43.3",606,"Fast","43","Generalist",1.68740366260245,-0.45533649367042,-0.0956716842847913,-0.214668824038687,-0.205958826785153,"F606-4"
"685",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-15","607Fast15","Viserion.15.1",607,"Fast","15","Generalist",-1.42140236102669,0.0747800515726204,0.310956459718976,0.461824542882896,-0.196397549251428,"F607-1"
"686",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-15-1","607Fast15","Viserion.15.2",607,"Fast","15","Generalist",-1.53326373942489,0.112577158333664,0.354829351447073,0.414506718252726,-0.283091470920337,"F607-1"
"687",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-15-2","607Fast15","Viserion.15.3",607,"Fast","15","Generalist",-1.26166499664411,-0.00822072594896351,0.251534892578516,0.594960619058769,-0.228991708353124,"F607-1"
"688",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-37","607Fast37","Viserion.37.1",607,"Fast","37","Generalist",-0.0464223834379675,0.268716079419771,-0.498551030813573,-0.160509884909996,-0.196606375073209,"F607-1"
"689",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-37-1","607Fast37","Viserion.37.2",607,"Fast","37","Generalist",0.225954421059083,0.317219540799481,-0.618512709167251,0.0853230355946636,-0.0353142552242538,"F607-1"
"690",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-37-2","607Fast37","Viserion.37.3",607,"Fast","37","Generalist",0.0545702605880214,0.244646059784844,-0.624323691340131,-0.0858075934640918,-0.0991103826390264,"F607-1"
"691",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-43","607Fast43","Viserion.43.1",607,"Fast","43","Generalist",1.44736481059158,-0.652769098114752,0.205251412190191,-0.881231319029301,-0.467499030081069,"F607-1"
"692",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-43-1","607Fast43","Viserion.43.2",607,"Fast","43","Generalist",1.1718225819264,-0.373250744447297,0.571211783377386,-0.35602387218007,-0.328488859779288,"F607-1"
"693",85,"F607-1",0.461824542882896,0.0266212092961647,"greater",15,"Dim.4","equal","Novel","F607-1","F607-1-43-2","607Fast43","Viserion.43.3",607,"Fast","43","Generalist",1.30111964777813,-1.05529502387988,0.308160930718589,0.200208583391599,-0.333898542386587,"F607-1"
"694",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-15","607Fast15","Greywind.15.1",607,"Fast","15","Generalist",-1.36588237417173,-0.567759219316817,-0.0409466033062404,0.225133039151031,-0.173204246427838,"F607-2"
"695",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-15-1","607Fast15","Greywind.15.2",607,"Fast","15","Generalist",-1.37810109871445,-0.671013156673838,-0.0974850781276245,0.289769867506916,-0.182703772776585,"F607-2"
"696",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-15-2","607Fast15","Greywind.15.3",607,"Fast","15","Generalist",-1.36315696150788,-0.639110346103447,-0.0438065962207334,0.233902337002151,-0.0999588595803415,"F607-2"
"697",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-37","607Fast37","Greywind.37.1",607,"Fast","37","Generalist",0.0224235426363083,0.490111417719675,-0.542409703006257,-0.186546842248451,-0.105899127096408,"F607-2"
"698",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-37-1","607Fast37","Greywind.37.2",607,"Fast","37","Generalist",0.206043571361409,0.64975169743704,-0.485566299679205,-0.0710591312943159,-0.0223967800382379,"F607-2"
"699",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-37-2","607Fast37","Greywind.37.3",607,"Fast","37","Generalist",0.314008153381782,0.961826958443706,-0.189782206962831,0.0255597758910217,-0.0513186116005492,"F607-2"
"700",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-43","607Fast43","Greywind.43.1",607,"Fast","43","Generalist",0.913694480314016,-0.438481556597225,0.283421946616004,-0.263779321803174,0.0967659539493654,"F607-2"
"701",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-43-1","607Fast43","Greywind.43.2",607,"Fast","43","Generalist",1.37474486381843,-0.791579150020846,-0.274370830788335,-1.99949284060314,-0.425208948892778,"F607-2"
"702",86,"F607-2",0.233902337002151,0.0483449272837031,"greater",15,"Dim.4","equal",NA,"F607-2","F607-2-43-2","607Fast43","Greywind.43.3",607,"Fast","43","Generalist",0.797907779340483,-0.685944290235467,0.126328888268681,-0.249768813587491,0.350680541452918,"F607-2"
"703",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-15","607Fast15","Lady.15.1",607,"Fast","15","Generalist",-1.21934974143391,-0.0349104009362215,0.198775100063327,0.0458340252524428,-0.26539704150553,"F607-3"
"704",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-15-1","607Fast15","Lady.15.2",607,"Fast","15","Generalist",-1.14263640254616,-0.00607941269761014,0.239821606379544,0.277546333724867,-0.222688675868356,"F607-3"
"705",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-15-2","607Fast15","Lady.15.3",607,"Fast","15","Generalist",-1.0321073079474,0.206011078590279,0.515415834365949,0.278739763822851,-0.259327161669844,"F607-3"
"706",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-37","607Fast37","Lady.37.1",607,"Fast","37","Generalist",-0.0061020689367567,0.387326098984703,-0.437713586745826,-0.228271741209095,0.120884624394582,"F607-3"
"707",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-37-1","607Fast37","Lady.37.2",607,"Fast","37","Generalist",0.040645347137087,0.307637824738287,-0.52226023437649,-0.223420087808817,0.0346285895091873,"F607-3"
"708",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-37-2","607Fast37","Lady.37.3",607,"Fast","37","Generalist",0.148431709209884,0.152368182988436,-0.749033282226048,-0.067397630934609,0.103042415490138,"F607-3"
"709",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-43","607Fast43","Lady.43.1",607,"Fast","43","Generalist",0.775074640831211,-0.803594335706525,0.203070815916454,0.028343516170135,0.0221011115392672,"F607-3"
"710",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-43-1","607Fast43","Lady.43.2",607,"Fast","43","Generalist",1.45419598321434,-2.04990576007507,-1.15314671168191,-0.209893344548172,-0.156256966504517,"F607-3"
"711",87,"F607-3",0.277546333724867,0.489056918704407,"equal",15,"Dim.4","equal","Uninformative","F607-3","F607-3-43-2","607Fast43","Lady.43.3",607,"Fast","43","Generalist",1.10513421259517,-1.23765809847003,-0.310963440077541,0.167400499250945,0.10508326594811,"F607-3"
"712",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-15","607Fast15","Bloodraven.15.1",607,"Fast","15","Specialist",-1.47375210985849,-0.348147515661489,0.0198648914763163,0.201850834223811,-0.360862382584513,"F607-4"
"713",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-15-1","607Fast15","Bloodraven.15.2",607,"Fast","15","Specialist",-1.29322963141834,-0.221254618305957,0.0951213340384133,0.287952121276089,-0.290576212141312,"F607-4"
"714",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-15-2","607Fast15","Bloodraven.15.3",607,"Fast","15","Specialist",-1.04287846653168,-0.370937709485155,-0.147703918120938,0.403685588107441,-0.358676905933478,"F607-4"
"715",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-37","607Fast37","Bloodraven.37.1",607,"Fast","37","Specialist",0.0591632554996619,0.52659636207953,-0.481953115176084,-0.175365688868425,0.286582479571634,"F607-4"
"716",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-37-1","607Fast37","Bloodraven.37.2",607,"Fast","37","Specialist",0.409230950028367,0.249689473067296,-0.925446527555422,-0.225854146031035,0.241923287295365,"F607-4"
"717",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-37-2","607Fast37","Bloodraven.37.3",607,"Fast","37","Specialist",0.432493828978391,0.609073573463577,-0.395340412419387,-0.0381378493354792,0.310931496551924,"F607-4"
"718",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-43","607Fast43","Bloodraven.43.1",607,"Fast","43","Specialist",1.38079484623506,-0.845870230145649,-0.35896274298003,-0.811557160938961,0.0217164752759181,"F607-4"
"719",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-43-1","607Fast43","Bloodraven.43.2",607,"Fast","43","Specialist",0.788867976109607,-0.599942804777587,0.150330071815107,0.615144411214054,0.418484663210567,"F607-4"
"720",88,"F607-4",0.287952121276089,0.138209371913031,"equal",15,"Dim.4","equal","Uninformative","F607-4","F607-4-43-2","607Fast43","Bloodraven.43.3",607,"Fast","43","Specialist",1.20918487805348,-0.810501824883114,-0.0513206775632051,-0.287772414487504,0.0873418828716772,"F607-4"
"721",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-15","606Random15","Khaleesi.15.1",606,"Random","15","Other",-1.76596300900642,-0.385312131299929,0.13324983535362,-0.166803105754826,-0.0778682265266609,"R606-1"
"722",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-15-1","606Random15","Khaleesi.15.2",606,"Random","15","Other",-1.9017249984884,0.0965473208165079,0.598247953428602,-0.209500766601821,-0.0401976125115638,"R606-1"
"723",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-15-2","606Random15","Khaleesi.15.3",606,"Random","15","Other",-1.54703082963927,-0.448642827436611,0.216806843198627,0.0858853008228975,-0.0269112171862792,"R606-1"
"724",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-37","606Random37","Khaleesi.37.1",606,"Random","37","Other",0.202460445351505,0.481401605718543,-0.446276488976101,-0.0261945563808106,0.10602924537252,"R606-1"
"725",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-37-1","606Random37","Khaleesi.37.2",606,"Random","37","Other",0.0103973702931371,0.430972446733542,-0.623029133637269,-0.0628292090987124,0.0737869049678772,"R606-1"
"726",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-37-2","606Random37","Khaleesi.37.3",606,"Random","37","Other",-0.115046173097574,0.486327549627508,-0.540598080950468,-0.210133801801878,0.070106241677904,"R606-1"
"727",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-43","606Random43","Khaleesi.43.1",606,"Random","43","Other",1.39995594331623,0.0970512324945835,0.681152758219522,-0.408393761503483,-0.11629661105791,"R606-1"
"728",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-43-1","606Random43","Khaleesi.43.2",606,"Random","43","Other",1.28053273083661,-0.228853589645779,0.529378333894196,-0.570425599712787,-0.251929019440936,"R606-1"
"729",89,"R606-1",-0.166803105754826,0.706217929859595,"equal",15,"Dim.4","less","Uninformative","R606-1","R606-1-43-2","606Random43","Khaleesi.43.3",606,"Random","43","Other",1.47368498937476,-0.17746195116985,0.269973956711537,-0.531734033223969,-0.214326882147953,"R606-1"
"730",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-15","606Random15","Shiera.15.1",606,"Random","15","Specialist",-0.974217693521529,0.0707586196726064,-0.128297878022065,0.180477713411648,-0.505656365423583,"R606-2"
"731",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-15-1","606Random15","Shiera.15.2",606,"Random","15","Specialist",-0.705772091210941,0.0395429776621659,-0.202249769741708,0.176032964779987,-0.415039165109412,"R606-2"
"732",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-15-2","606Random15","Shiera.15.3",606,"Random","15","Specialist",-1.02586691831688,0.188188228505083,0.0566591265802616,0.226896965177139,-0.452382646327377,"R606-2"
"733",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-37","606Random37","Shiera.37.1",606,"Random","37","Specialist",0.116001763067851,0.827692788488193,-0.440331869705121,0.15828812782447,0.123398150474585,"R606-2"
"734",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-37-1","606Random37","Shiera.37.2",606,"Random","37","Specialist",0.337461295364611,0.50300111600368,-0.876400224440144,0.171911327314032,-0.0966531726376154,"R606-2"
"735",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-37-2","606Random37","Shiera.37.3",606,"Random","37","Specialist",0.195043763416272,0.706868686160775,-0.838301036268549,0.211792802521411,-0.0481537190915797,"R606-2"
"736",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-43","606Random43","Shiera.43.1",606,"Random","43","Specialist",1.30351916085263,-0.838664057724982,0.228633115134088,0.709751486549823,0.0638855492535243,"R606-2"
"737",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-43-1","606Random43","Shiera.43.2",606,"Random","43","Specialist",1.55425896125484,-1.63688478618932,-0.540266392400252,0.924592843806759,0.0999698356786076,"R606-2"
"738",90,"R606-2",0.180477713411648,0.00235116315002433,"greater",15,"Dim.4","less","Novel","R606-2","R606-2-43-2","606Random43","Shiera.43.3",606,"Random","43","Specialist",1.32035927442869,-0.924358734074789,0.0803759718655098,0.723049666249398,0.326719796784306,"R606-2"
"739",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-15","606Random15","Thoros.15.1",606,"Random","15","Other",-1.09191471197279,0.215916693206797,-0.464239720306567,0.45350507251098,-0.249831417982504,"R606-3"
"740",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-15-1","606Random15","Thoros.15.2",606,"Random","15","Other",-0.918102577827951,0.231696757303302,0.0747424211258397,0.559101978396902,-0.170788592413764,"R606-3"
"741",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-15-2","606Random15","Thoros.15.3",606,"Random","15","Other",-0.692950658509274,-0.066337305805694,-0.467366238015018,0.441709632061764,-0.405858144377647,"R606-3"
"742",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-37","606Random37","Thoros.37.1",606,"Random","37","Other",-0.129302952028745,0.378254972856147,-0.748084441325798,0.0552385329142804,-0.211282522295969,"R606-3"
"743",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-37-1","606Random37","Thoros.37.2",606,"Random","37","Other",0.125784117994289,0.349837447016104,-0.908781756193973,0.102652359985703,-0.173101589157852,"R606-3"
"744",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-37-2","606Random37","Thoros.37.3",606,"Random","37","Other",0.115763863073961,0.362379834831259,-1.13991573005789,0.225094626171842,-0.0981847191124669,"R606-3"
"745",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-43","606Random43","Thoros.43.1",606,"Random","43","Other",1.48987983254087,-0.295562452392719,0.453347056860985,0.0724042237028245,-0.27589244685325,"R606-3"
"746",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-43-1","606Random43","Thoros.43.2",606,"Random","43","Other",1.22636929321592,0.00950731873389685,0.655614561836454,-0.298330246993004,-0.317825386234135,"R606-3"
"747",91,"R606-3",0.45350507251098,0.000740021534698971,"greater",15,"Dim.4","less","Novel","R606-3","R606-3-43-2","606Random43","Thoros.43.3",606,"Random","43","Other",0.888817556184152,0.0782664131999601,0.820654940743295,0.443953218219805,-0.0713371707168147,"R606-3"
"748",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-15","606Random15","Egg.15.1",606,"Random","15","Specialist",-1.64498466052553,0.187607602903704,0.565149485523604,-0.127699760550119,0.119925692464046,"R606-4"
"749",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-15-1","606Random15","Egg.15.2",606,"Random","15","Specialist",-1.79439204268858,-0.177095644526399,0.368388343403161,-0.144101646942203,0.150622196134824,"R606-4"
"750",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-15-2","606Random15","Egg.15.3",606,"Random","15","Specialist",-2.17369038811006,-0.543830723106029,0.308412881191713,-0.326525455576779,0.168093159024766,"R606-4"
"751",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-37","606Random37","Egg.37.1",606,"Random","37","Specialist",0.293322836824448,0.339923024459497,-0.817163925756602,0.261326890980619,0.160247158982237,"R606-4"
"752",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-37-1","606Random37","Egg.37.2",606,"Random","37","Specialist",0.255002731049198,0.53096441328715,-0.650566551515601,0.151001467485948,0.153174468282746,"R606-4"
"753",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-37-2","606Random37","Egg.37.3",606,"Random","37","Specialist",0.581661149149961,0.209461411005796,-0.916397111186237,0.330641109337528,0.0766208074137901,"R606-4"
"754",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-43","606Random43","Egg.43.1",606,"Random","43","Specialist",1.72391162941716,0.922627459454637,0.812859942221255,0.212859006157044,0.704976312112757,"R606-4"
"755",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-43-1","606Random43","Egg.43.2",606,"Random","43","Specialist",1.85751693652093,1.16454599542481,0.664442529979453,0.116761718026605,0.80554340557283,"R606-4"
"756",92,"R606-4",-0.144101646942203,0.300296086237551,"equal",15,"Dim.4","less","Unrestored","R606-4","R606-4-43-2","606Random43","Egg.43.3",606,"Random","43","Specialist",1.98360158708694,0.31072650217267,0.230173954909913,0.110077690247779,0.315065994418156,"R606-4"
"757",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-15","607Random15","Aeris.15.1",607,"Random","15","Generalist",-1.29869710374593,0.0115632618940281,0.517331834256547,0.0518467357538017,-0.110012921069359,"R607-1"
"758",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-15-1","607Random15","Aeris.15.2",607,"Random","15","Generalist",-1.26831615624116,-0.0414800299143116,0.428530362059505,0.0947653743309004,-0.195421931433031,"R607-1"
"759",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-15-2","607Random15","Aeris.15.3",607,"Random","15","Generalist",-1.14175942336131,0.14637172398953,0.526412168907927,0.114531378661364,-0.164209048256245,"R607-1"
"760",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-37","607Random37","Aeris.37.1",607,"Random","37","Generalist",0.0034134880401994,0.118740253796527,-0.695797696202547,-0.337007827722042,0.0450249805015928,"R607-1"
"761",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-37-1","607Random37","Aeris.37.2",607,"Random","37","Generalist",0.144225355141404,0.184836754430468,-0.739993386830384,-0.117566493755687,0.0321077358031506,"R607-1"
"762",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-37-2","607Random37","Aeris.37.3",607,"Random","37","Generalist",0.178010661992408,0.119458023353495,-0.805280172827766,-0.263925294880787,-0.0267356520668569,"R607-1"
"763",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-43","607Random43","Aeris.43.1",607,"Random","43","Generalist",0.927292009457881,-0.555665431385628,0.146117083800735,-0.342594342664025,-0.049849610666171,"R607-1"
"764",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-43-1","607Random43","Aeris.43.2",607,"Random","43","Generalist",1.33099699203054,-1.20852155938336,-0.656907568089478,0.0520762413040328,-0.18886364369392,"R607-1"
"765",93,"R607-1",0.0947653743309004,0.0266212092961647,"less",15,"Dim.4","equal","Novel","R607-1","R607-1-43-2","607Random43","Aeris.43.3",607,"Random","43","Generalist",1.34825050083703,-0.998084964102613,-0.251631249993663,-0.0623544777713748,-0.218676921916692,"R607-1"
"766",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-15","607Random15","Jeor.15.1",607,"Random","15","Specialist",-1.47807443734296,0.0242032624025291,0.307476884814828,0.155585406501635,-0.51270717026535,"R607-2"
"767",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-15-1","607Random15","Jeor.15.2",607,"Random","15","Specialist",-1.52257883819476,0.53685281496463,0.868246402418795,0.0599881188753614,-0.429064397943812,"R607-2"
"768",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-15-2","607Random15","Jeor.15.3",607,"Random","15","Specialist",-1.50495567083131,0.313062841629583,0.549057637580019,-0.0587936164147029,-0.488438979124128,"R607-2"
"769",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-37","607Random37","Jeor.37.1",607,"Random","37","Specialist",0.183010291662948,0.634012043701634,-0.575650956126732,-0.196275099022712,0.115724779230387,"R607-2"
"770",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-37-1","607Random37","Jeor.37.2",607,"Random","37","Specialist",0.434894678405986,0.337304616804886,-0.572269044568668,-0.0636783244611665,0.15269741449476,"R607-2"
"771",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-37-2","607Random37","Jeor.37.3",607,"Random","37","Specialist",0.431386637082166,0.461019236982605,-0.467218861726113,-0.153285153859115,0.228312005014519,"R607-2"
"772",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-43","607Random43","Jeor.43.1",607,"Random","43","Specialist",0.715677010587415,-0.264007593120805,0.67759518567978,0.268180984176931,0.18043136115768,"R607-2"
"773",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-43-1","607Random43","Jeor.43.2",607,"Random","43","Specialist",0.908017647206575,-0.594097254032036,0.327594117643341,0.437259455819588,0.0953857541875849,"R607-2"
"774",94,"R607-2",0.0599881188753614,0.147809499777917,"equal",15,"Dim.4","equal","Uninformative","R607-2","R607-2-43-2","607Random43","Jeor.43.3",607,"Random","43","Specialist",1.4428729407899,-1.28050059970568,-0.181281211576841,0.537252728911416,0.00999678230770957,"R607-2"
"775",95,"R607-3",0.132679465002191,0.207624364453218,"equal",15,"Dim.4","equal","Uninformative","R607-3","R607-3-15","607Random15","Sunfyre.15.1",607,"Random","15","Specialist",-1.17103867501613,-0.360927757840995,-0.149353612469448,0.132679465002191,-0.330608812699372,"R607-3"
"776",95,"R607-3",0.132679465002191,0.207624364453218,"equal",15,"Dim.4","equal","Uninformative","R607-3","R607-3-15-1","607Random15","Sunfyre.15.2",607,"Random","15","Specialist",-1.02829062377624,-0.743236017307968,-0.654479905760182,0.145022734853094,-0.497646351224473,"R607-3"
"777",95,"R607-3",0.132679465002191,0.207624364453218,"equal",15,"Dim.4","equal","Uninformative","R607-3","R607-3-15-2","607Random15","Sunfyre.15.3",607,"Random","15","Specialist",-1.42603999166359,0.14385953122297,0.328637128172701,-0.0781311636497592,-0.327215429213771,"R607-3"
"778",95,"R607-3",0.132679465002191,0.207624364453218,"equal",15,"Dim.4","equal","Uninformative","R607-3","R607-3-37","607Random37","Sunfyre.37.1",607,"Random","37","Specialist",0.0313356630921649,0.193044596053821,-0.599456667239507,-0.258885721866997,0.192570024827856,"R607-3"
"779",95,"R607-3",0.132679465002191,0.207624364453218,"equal",15,"Dim.4","equal","Uninformative","R607-3","R607-3-37-1","607Random37","Sunfyre.37.2",607,"Random","37","Specialist",0.269217355604193,0.339345468326891,-0.591583906624956,-0.103058606548481,0.292313828233821,"R607-3"
"780",95,"R607-3",0.132679465002191,0.207624364453218,"equal",15,"Dim.4","equal","Uninformative","R607-3","R607-3-37-2","607Random37","Sunfyre.37.3",607,"Random","37","Specialist",0.102100706101492,0.351286216758423,-0.614503061022097,-0.23108133903543,0.233060962839132,"R607-3"
